,bib_number,category,team_name,start_time,year,bikers,place
5363797757788160,68,male,Magnificent 7,7200,2019,n,13
5373432912936960,96,mixed,TACOCAT,10800,2019,n,48
5377467833384960,143,mixed,Cool name pending season 2,1800,2019,n,82
5379798859776000,77,mixed,Too Legit To Quit,0,2019,n,58
5380835758833664,155,mixed,we eat between legs,7200,2019,n,55
5387431419314176,321,mixed,Run like your mama's chasing you!,3600,2019,n,90
5389575614627840,309,mixed,A Running Joke,7200,2019,n,51
5395208061583360,132,mixed,Wine(d) Me Up,1800,2019,n,83
5405957525864448,221,mixed,Slightly Corked,0,2019,n,66
5407420465545216,82,female,Tramps Like Us,0,2019,n,28
5408655872622592,329,mixed,Kilt It Last Year,3600,2019,n,52
5413939689029632,290,female,My Seneca7 Team,10800,2019,n,2
5421496985976832,188,mixed,Fram!,0,2019,n,57
5426532801576960,161,mixed,The Motley Crew,6300,2019,n,53
5430455650222080,48,female,Heart and Sole,3600,2019,n,10
5434103285415936,142,mixed,My Circus My Monkeys,0,2019,n,54
5440090805370880,33,male,ITC Rough Riders,0,2019,n,22
5441373557751808,233,mixed,The Tobinators,7200,2019,n,47
5445013643198464,210,female,Team Chocolate Milk,6300,2019,n,39
5448717918273536,280,male,The Sprinting Sloths,6300,2019,n,48
5450869361344512,214,mixed,The Horcruxes,10800,2019,n,46
5452834912862208,18,female,Women of Oregon East,3600,2019,n,12
5457111962091520,17,male,Gears & Beers,1800,2019,y,32
5466116629463040,168,female,Women Run Webster,1800,2019,n,41
5467763548094464,232,mixed,It Don't Get No Better,0,2019,n,70
5469500392603648,257,mixed,Our Drinking Team Has A Running Problem,6300,2019,n,91
5474078357979136,279,mixed,Roadkill Racing,10800,2019,n,45
5475936333987840,235,female,The Lady Parts,1800,2019,n,31
5480094667636736,38,mixed,PEDAL TO THE MEDAL,1800,2019,n,73
5535945549938688,117,female,Not Fast but Fabulous,0,2019,y,40
5548157953900544,323,mixed,Rose Valley Runners,1800,2019,n,92
5554677177384960,58,mixed,In it to Wine it,0,2019,n,84
5593572401217536,269,female,Coming in Hot,6300,2019,n,42
5630315443781632,176,mixed,Cab Savages,0,2019,n,79
5645272734498816,74,mixed,"Not fast, just fabulous",1800,2019,n,86
5646441334702080,307,female,Team Jxanthepus,0,2019,n,43
5653202988957696,5,mixed,Abominable Slowmen,0,2019,n,81
5654907889647616,207,mixed,Dead Woman's Glove,0,2019,n,156
5658942810095616,273,male,Moist Towelettes,3600,2019,n,27
5661273836486656,186,mixed,Burdett Bombers,0,2019,y,120
5668906396024832,114,female,BodyGlide-Bengay & Blisters,0,2019,n,21
5671050591338496,300,mixed,Where's The Finish Wine,1800,2019,n,181
5676683038294016,326,mixed,Da Bonnies and friends,6300,2019,n,147
5687432502575104,44,mixed,Between a Walk and a Hard Pace,1800,2019,n,178
5688895442255872,255,mixed,The Owl's Banana,7200,2019,n,106
5690130849333248,234,male,It Can't Get Any Worse,7200,2019,y,7
5692624480501760,185,female,I-B-PRO-FUN,0,2019,n,18
5695414665740288,163,mixed,Upstate Without A Paddle,3600,2019,n,109
5697070107197440,301,mixed,"We Are Never Doing This Again, Again",1800,2019,n,123
5702971962687488,141,male,7 Fabulous Fitness Friends,3600,2019,n,40
5703657983049728,259,mixed,Gulls and Buoys,0,2019,n,180
5715578262126592,152,male,"We Wipe Between Our Legs!  No, Our Legs...",0,2019,n,39
5721565782081536,25,mixed,"Thank You Sir, May We Please Run Another",1800,2019,n,158
5722848534462464,187,mixed,Strong Hearts Vegan Power Team Seitan,0,2019,n,115
5726488619909120,250,female,Mind Over Miles,3600,2019,n,9
5730192894984192,248,mixed,Panda Patrol,3600,2019,y,172
5732344338055168,80,female,7 stories and a happy ending.,7200,2019,n,7
5734309889572864,338,mixed,Cornell Running Club Spackling Club,3600,2019,n,96
5738586938802176,271,mixed,The Purple Bananas,0,2019,n,149
5747591606173696,93,male,Weslor Team of Steel,0,2019,n,42
5749238524805120,62,female,Seven Sweating Siren (mythical) Sprinting (s)around Seneca Shore,7200,2019,n,46
5750975369314304,288,female,SeaPigs,6300,2019,y,47
5755553334689792,46,male,Sofa King Chafed,0,2019,y,16
5756582583336960,319,mixed,Worst Pace Scenario,0,2019,n,129
5757411310698496,123,mixed,Keymasters and Gatekeepers,7200,2019,n,98
5761569644347392,277,mixed,They Told Us Running Cures Hangovers,0,2019,n,159
5771052932136960,75,mixed,five chicks and two dudes,0,2019,n,182
5795645378002944,42,mixed,Hoboken Harriers,7200,2019,y,148
5799680298450944,318,female,Mother Runners,0,2019,n,56
5802011324841984,178,female,Victor She Devils,0,2019,n,45
5803048223899648,196,male,Ambitious Slackers,3600,2019,n,24
5817420526649344,202,female,Fast as a Mother,1800,2019,n,61
5828169990930432,115,mixed,77 Bottles 9.0,6300,2019,n,119
5829632930611200,325,mixed,Two Tired,0,2019,n,112
5833361968857088,212,female,Girls just want to have run,6300,2019,n,53
5836152154095616,22,mixed,Finger Lakin' Good,3600,2019,n,108
5843709451042816,201,female,Will Run For Wine,0,2019,n,52
5844395471405056,266,female,Chase Our Aces,0,2019,n,57
5848745266642944,313,mixed,Still Sucking Wind...Again,6300,2019,n,116
5852668115288064,110,mixed,"Run Whine, Run Whine, Run Wine",0,2019,n,136
5856315750481920,215,female,seven sins of running,7200,2019,n,51
5862303270436864,7,female,Broome Bituminous Products,3600,2019,n,50
5873081826410496,136,female,Mind Over bladder,0,2019,n,54
5875047377928192,190,female,7 Hot Motha' Runna'z,1800,2019,n,85
5879324427157504,160,female,7 Vintage Divas,1800,2019,n,84
5888329094529024,171,mixed,The Wolf Pack,6300,2019,n,150
5889976013160448,261,mixed,Johnson Cornell Swim!Bike!Run Club,7200,2019,y,97
5891712857669632,167,mixed,trolls under the bridge,1800,2019,n,166
5898148799053824,192,mixed,Drag-N-Fly,0,2019,n,169
5911790420492288,24,male,Running our Rkatsiteli off,1800,2019,n,49
5926747711209472,85,female,"Fast, Furious & Fit",7200,2019,n,44
5936382866358272,264,mixed,Running for Chardon-ayyyy,3600,2019,n,99
5940417786806272,294,female,Legs Miserables,0,2019,n,67
5942748813197312,109,female,7 Sole Sisters Missing Our Mister,1800,2019,n,73
5943785712254976,240,mixed,Kenosha Kickers,3600,2019,n,104
5950381372735488,72,mixed,14 Feet on Fire,0,2019,n,137
5952525568049152,209,female,Where's The Finish Wine?,0,2019,n,66
5958158015004672,335,mixed,7 Wonders,0,2019,n,124
5968907479285760,296,female,Suck It Up Buttercup,0,2019,n,71
5970370418966528,76,female,Mid Life Crisis,0,2019,n,75
5971605826043904,226,female,Swift Feet Fleet,1800,2019,n,77
5974099457212416,227,female,Fish out of water,0,2019,n,80
5976889642450944,239,female,Witty team name TBA,1800,2019,n,65
5978545083908096,314,mixed,See Ya Later Suckers,6300,2019,n,154
5984446939398144,118,mixed,We Put the RUN in drunk,6300,2019,n,127
5985132959760384,260,male,Roy G. Biv,6300,2019,n,9
5989482754998272,156,mixed,Short Shorts,0,2019,n,117
5993405603643392,332,female,7 salty roses,0,2019,n,81
5997053238837248,316,mixed,Where's The Finish,6300,2019,n,167
6003040758792192,146,mixed,Quit your Wine-ing,3600,2019,n,111
6004323511173120,64,male,NO SPEED NO TRUST,0,2019,n,51
6007963596619776,122,mixed,Clean Freaks,0,2019,n,114
6011667871694848,180,female,Green Goddesses - Take 7,1800,2019,n,59
6013819314765824,224,mixed,Easier Said Than Run,0,2019,n,168
6015784866283520,183,mixed,Cruisin' Then Boozin',6300,2019,n,157
6020061915512832,169,mixed,BOCES 2 Your Running Partner of Choice,1800,2019,n,165
6029066582884352,16,male,#itsjustrunning,10800,2019,n,5
6030713501515776,298,female,Pokemoms,1800,2019,n,79
6032450346024960,317,mixed,Running Wild,6300,2019,n,153
6037028311400448,304,mixed,Digging Deep,1800,2019,n,176
6038057560047616,112,mixed,Call Me a Cab...Again,0,2019,n,174
6038886287409152,63,mixed,Our Mascara Runs Faster Than You,3600,2019,n,107
6043044621058048,134,mixed,What The Hill?!?,1800,2019,n,152
6098895503360000,344,mixed,Sneaky7,3600,2019,n,139
6111107907321856,228,mixed,Long distance relay-tionship,0,2019,n,135
6114836945567744,153,mixed,Notorious RBG:  Run. Bike. Granola Bars.,0,2019,y,118
6117627130806272,162,mixed,Lauren made me do it...,3600,2019,n,105
6125184427753472,61,female,Phillips Team,6300,2019,n,64
6156522354638848,6,mixed,Team Cat Lovers,0,2019,n,141
6193265397202944,262,female,WMN PWR,6300,2019,n,55
6208222687920128,135,mixed,"It's my turn, AGAIN!!",0,2019,n,134
6217857843068928,285,mixed,If Our Gym Teachers Could See Us Now,0,2019,n,142
6221892763516928,86,male,Get in the van...I've got a plan,0,2019,n,28
6224223789907968,175,mixed,Early Air - Bad To The Bone,7200,2019,n,101
6225260688965632,286,mixed,What's 125k between friends,0,2019,n,122
6231856349446144,220,mixed,We make pour decisions,6300,2019,n,126
6234000544759808,281,male,Mikey's Minions,10800,2019,n,4
6239632991715328,263,mixed,SARATOGA 7,6300,2019,n,143
6250382455996416,237,mixed,The Magnificent Seven,0,2019,n,144
6251845395677184,66,female,We Can Still Win This,0,2019,n,68
6253080802754560,55,male,ICS,6300,2019,y,12
6255574433923072,272,mixed,GoldRushIsStreakin',3600,2019,n,130
6258364619161600,242,mixed,Disqualified Forever,0,2019,n,125
6260020060618752,252,female,Chafing Our Dreams,1800,2019,n,72
6265921916108800,320,mixed,"Just Another Generic, Semi-Funny Team Name",1800,2019,n,145
6266607936471040,154,female,Aspen 7,1800,2019,n,82
6270957731708928,337,mixed,Finger Lakes Health Heart and Soles,6300,2019,n,138
6274880580354048,334,mixed,Team Wiemer,10800,2019,n,93
6278528215547904,54,mixed,Semi-Dry Runners,10800,2019,n,95
6284515735502848,49,mixed,#BANKFLX,6300,2019,n,140
6289438573330432,245,mixed,Run Eat Laugh Repeat,0,2019,n,161
6293142848405504,181,male,The Finest Vintage,0,2019,n,43
6295294291476480,150,mixed,Pace It We're In Wine Country,3600,2019,n,110
6297259842994176,276,female,7 Sweaty Soles,0,2019,n,62
6312188478226432,225,mixed,Beauties and the running beasts,3600,2019,n,162
6313925322735616,295,mixed,Getting The Band Back Together,1800,2019,n,177
6318503288111104,164,female,Chafing Like a Flock Star,1800,2019,n,83
6319532536758272,299,male,Toenails are for Sissies,0,2019,n,33
6320361264119808,95,mixed,Seven Pack is Back,1800,2019,n,133
6324519597768704,189,mixed,The Lost Flock Runs Free!,6300,2019,n,151
6334002885558272,103,male,Big Johnson Gang,0,2019,n,38
6358595331424256,322,male,Bad Idea Jeans,3600,2019,n,21
6362630251872256,256,mixed,Undertrained and Overconfident,1800,2019,n,155
6380370480070656,275,mixed,Club Done,1800,2019,n,175
6392582884032512,328,mixed,We thought they said rum,0,2019,n,121
6396311922278400,32,male,14 Feet vs. the Middle Finger,3600,2019,n,18
6399102107516928,3,female,Chicks on the Run,1800,2019,n,76
6406659404464128,291,mixed,Whine Tour,6300,2019,n,164
6419265703903232,81,mixed,Nutty Buddies,6300,2019,n,113
6425253223858176,124,mixed,Havana Apples,1800,2019,n,171
6433880336760832,336,mixed,Complete not Compete,1800,2019,n,179
6436031779831808,89,male,Running Cousins,0,2019,n,50
6437997331349504,172,mixed,Great Lakes Adventure Addicts,0,2019,n,131
6452925966581760,241,female,"A chick, some hens, and one tough old bird",1800,2019,n,58
6474740373913600,73,female,The Blankettes,1800,2019,n,63
6499332819779584,37,male,Oregon East,3600,2019,n,11
6503367740227584,219,female,Run for Noah,0,2019,n,69
6505698766618624,9,male,The Endicott Club,0,2019,n,36
6506735665676288,19,female,Seneca Cyclpaths,3600,2019,y,74
6515475521470464,206,mixed,The Snow Blows,6300,2019,n,163
6531857432707072,140,mixed,Downhill Runners,6300,2019,n,128
6533320372387840,302,mixed,World's Okayest Team,1800,2019,n,173
6534555779465216,52,mixed,Team Ev,10800,2019,n,94
6537049410633728,204,mixed,Tooty and the Go Fish,3600,2019,n,132
6539839595872256,127,male,Tortugas Veloces,0,2019,n,31
6547396892819456,340,mixed,The Wolf Pack,0,2019,n,183
6552432708419584,173,mixed,Holy Fit Not Again,6300,2019,n,160
6556355557064704,107,female,Another dRUNk Idea Gone Wrong,0,2019,n,49
6560003192258560,315,mixed,Roadie Scum,7200,2019,y,103
6565990712213504,223,female,Steph Strong,6300,2019,n,60
6567273464594432,222,mixed,Four Score and Three Years to Go!,6300,2019,n,100
6570913550041088,31,male,"Older, Faster, Stronger",10800,2019,n,1
6576769268187136,53,mixed,"The Mutually Preferred 6, and that other guy",0,2019,n,146
6578734819704832,191,female,Seven Sassy Soles,1800,2019,n,86
6583011868934144,170,female,I thought this was a 5K,3600,2019,n,48
6592016536305664,88,mixed,Peaceful Warriors,0,2019,n,170
6593663454937088,238,female,TC3 Pantherinas,0,2019,n,70
6595400299446272,258,female,Whine Run Wine,1800,2019,n,78
6599978264821760,30,mixed,The Shizz,7200,2019,n,102
6601836240830464,297,male,snobike,7200,2019,n,17
6605994574479360,229,mixed,We're in Training,1800,2019,n,184
6661845456781312,51,male,Pale Kenyans,7200,2019,n,14
4644706885566464,213,mixed,Finger Lakes Hearts and Soles ,6300,2018,n,41
4645878002352128,179,mixed,A Running Joke,0,2018,n,43
4651637889040384,34,female,Seneca Cyclpaths,0,2018,n,57
4664447629000704,273,mixed,Our Mascara Runs Faster Than You,3600,2018,n,16
4672855564353536,299,female,Chase Our Aces,0,2018,n,15
4677204956938240,282,female,Women Run Webster,1800,2018,n,36
4688744527429632,240,mixed,Only 1/7 Crazy,1800,2018,n,46
4707962090160128,166,mixed,Gears & Beers,0,2018,n,42
4711659721457664,256,female,"Full Time Moms, Part Time Runners",0,2018,n,50
4711876147544064,66,male,BarkEater Brewery Boys,11700,2018,n,9
4719892972437504,83,mixed,Tooty and the Go Fish,0,2018,n,18
4725660241100800,167,mixed,Easier said than run,0,2018,n,39
4776991878283264,181,mixed,The Professionals,0,2018,n,20
4779335319814144,259,mixed,Team Wiemer,11700,2018,n,3
4785444373921792,60,mixed,Fourteen Feet,6300,2018,n,28
4786187671699456,105,mixed,NO SPEED NO TRUST,3600,2018,n,47
4787375498592256,313,mixed,Rochester Running Company Race Ambassadors,8100,2018,n,7
4792375377395712,150,female,Keep on Running,6300,2018,n,12
4796333458194432,68,mixed,Get Your Shift In Gear,0,2018,n,32
4799739837022208,170,female,"Oh, Hill No!!!",1800,2018,n,71
4805185117356032,346,mixed,Runyerbunzoff So We're Home Before Dark,6300,2018,n,24
4806926189723648,64,mixed,Disqualify This III,11700,2018,n,1
4813593052708864,308,female,Copper Tellurium (CuTe),1800,2018,n,69
4816404310130688,246,female,Red Newt Racing,11700,2018,n,1
4817942445293568,32,mixed,#eatsleeprunrepeat,0,2018,n,31
4819387768897536,252,mixed,The 607 Foodies,6300,2018,n,30
4820601365594112,325,male,7 Dudes,11700,2018,n,7
4822521417302016,239,mixed,Quit Your Wine-ing!,3600,2018,n,15
4824442676969472,315,mixed,A Fine Whine,0,2018,n,36
4829482015784960,84,mixed,4 Ironmen & 3 Ironbabes,0,2018,n,13
4833143743840256,348,mixed,The Seven Splinty Shins,3600,2018,n,25
4835851922046976,302,mixed,In It To Wine It,3600,2018,n,22
4839283131154432,23,mixed,Badda Bing - Badda Bong,8100,2018,n,8
4848699578515456,277,mixed,agony of de feet,8100,2018,n,4
4851071474204672,73,female,Quad Goals,8100,2018,n,4
4852397209812992,163,mixed,Cheesy Whiners,0,2018,n,40
4852613635899392,281,mixed,Which way to Cleveland?,0,2018,n,9
4853848371888128,190,mixed,Butt Sweat & Tears ,1800,2018,n,23
4860630460792832,208,mixed,77 Sunset Trip ,1800,2018,n,37
4862962829361152,16,male,Oregon East,8100,2018,n,13
4863647138447360,331,mixed,The Significant 7,0,2018,n,27
4866397729456128,104,mixed,Midlifecrisis,6300,2018,n,5
4869201873338368,270,mixed,Running Cousins,0,2018,n,48
4872038967672832,298,male,It's Just Running,11700,2018,n,8
4879312226353152,202,mixed,Strong Hearts Vegan Power - Team Reuben,3600,2018,n,17
4883157228716032,287,female,#girlsquad,0,2018,n,60
4885736423686144,26,mixed,Herding Cats,0,2018,n,35
4888703440781312,187,male,The Notorious R.U.N.N.E.R.S.,0,2018,n,36
4895776379502592,95,female,Worst.Wine Tour.Ever,6300,2018,n,54
4896254530158592,151,female,The Pink Ladies,6300,2018,n,44
4897990770688000,222,mixed,Keeping the Pace,11700,2018,n,6
4898804130119680,107,mixed,Our Day Off,0,2018,n,11
4899514678771712,317,female,The Lady Parts,1800,2018,n,41
4902303656050688,168,mixed,Bad Wolf,0,2018,n,29
4903017157492736,133,mixed,SEVEN legs ONE Team,8100,2018,n,10
4905264834674688,75,mixed,We Will!,3600,2018,n,12
4912233620439040,92,mixed,Five Reasonably Intelligent People,0,2018,n,26
4915836628238336,158,mixed,7 Rungry Runners,0,2018,n,49
4917729366638592,245,male,Chicks Dig Us,8100,2018,n,15
4918694324994048,330,male,Finger Lakin Good,11700,2018,n,5
4920072808169472,36,female,7 Sweaty Soles,0,2018,n,52
4923629577961472,169,female,Fo Shoe,3600,2018,n,18
5066919350632448,89,male,Checkers All Male Co-ed Team ,8100,2018,n,21
5067662648410112,314,mixed,Katie's Cronies,3600,2018,n,21
5068090467418112,286,male,Old Vegan Farts,3600,2018,n,11
5073850354106368,15,mixed,Two Tired,8100,2018,n,50
5077808434905088,21,mixed,Run One Race,6300,2018,n,51
5081214813732864,275,mixed,Slightly Corked,0,2018,n,45
5086660094066688,318,mixed,Kilt it Last Year,0,2018,n,19
5088401166434304,303,mixed,SyrRocha,0,2018,n,14
5095068029419520,12,female,Heart and Sole,3600,2018,n,8
5099417422004224,278,mixed,Road Runners,1800,2018,n,38
5100862745608192,279,mixed,Running for our lives,3600,2018,n,33
5102076342304768,172,female,Dark Siders,1800,2018,n,72
5103996394012672,48,mixed,Jerry and the atrics,11700,2018,n,2
5105917653680128,201,mixed,The Mediocre Seven,1800,2018,n,44
5114618720550912,184,mixed,Dexy's Midnight Runners,1800,2018,n,52
5117326898757632,304,mixed,The Jane Gang,0,2018,n,34
5120758107865088,182,female,7 Fiesty Trash Bags,0,2018,n,47
5130174555226112,41,male,Hammer Squad,8100,2018,n,12
5132546450915328,67,mixed,Renegade 7,11700,2018,n,53
5134088612610048,221,mixed,Select Eurocars Speedies,8100,2018,n,56
5135323348598784,192,female,World's Okayest Team ,0,2018,n,61
5142105437503488,210,mixed,Prepping for the Zombie Apocalypse,6300,2018,n,75
5144437806071808,310,mixed,Semi-Dry Runners,11700,2018,n,54
5145122115158016,225,mixed,Off Like A Prom Dress,0,2018,n,92
5147872706166784,189,mixed,3x'sCHARM,6300,2018,n,73
5150676850049024,144,female,Mid Life Crisis,6300,2018,n,46
5153513944383488,296,mixed,Beer guts and Coconuts,3600,2018,n,93
5160787203063808,248,mixed,Gold Rush Runs Again,0,2018,n,87
5164632205426688,136,mixed,Asylum Escapers,0,2018,n,59
5167211400396800,119,mixed,"Blood, Sweat & Beers",6300,2018,n,69
5170178417491968,118,mixed,We thought this was a wine tour,0,2018,n,89
5177251356213248,173,male,Syracuse Trail Runners,3600,2018,n,37
5177729506869248,230,mixed,Normal People Would Just Drive,6300,2018,n,83
5180279106830336,108,mixed,OLP Saturday Regulars,3600,2018,n,76
5180989655482368,321,female,Seven Strong,1800,2018,n,55
5184492134203392,188,mixed,Worst Pace Scenerio,0,2018,n,84
5186739811385344,152,mixed,Brendan's TRIbe,1800,2018,n,99
5193708597149696,322,mixed,Cornell Running Club Sardines Club,3600,2018,n,58
5197311604948992,122,mixed,Team RWYG,6300,2018,n,80
5199204343349248,102,mixed,Lori's Lunatics,1800,2018,n,98
5200169301704704,85,mixed,Worst Game of Tag Ever,6300,2018,n,95
5201547784880128,97,female,#likeagirl,3600,2018,n,9
5205104554672128,243,male,We Put The RUN in Drunk,0,2018,n,38
5348394327343104,333,mixed,ROCovery Warriors,6300,2018,n,81
5349137625120768,7,female,My Drinking Team Has A Running Problem,1800,2018,n,68
5349565444128768,98,mixed,Lock 32 Brew Crew,6300,2018,n,72
5350325452013568,125,mixed,The Pati Robison Running Club,3600,2018,n,64
5355325330817024,86,mixed,7 Motley Misfits,0,2018,n,63
5359283411615744,242,female,TC3 Pantherinas,1800,2018,n,65
5362689790443520,141,female,Will Run For Wine,0,2018,n,14
5376543006130176,44,female,The Life of Riley,6300,2018,n,38
5379354263552000,130,mixed,Strong Hearts Vegan Power - Team Egg Trick Muffin,6300,2018,n,61
5380892398714880,294,mixed,Running WTF,6300,2018,n,85
5382337722318848,214,mixed,77.7 for 57,6300,2018,n,86
5383551319015424,71,mixed,Team Ev,11700,2018,n,55
5385471370723328,236,mixed,Seven PerSISTERS,6300,2018,n,100
5387392630390784,18,mixed,Fartlek 7,6300,2018,n,77
5392431969206272,328,female,Cornell Running Club Sloopy Appreciation Club,3600,2018,n,3
5396093697261568,204,female,Victor She Devils,3600,2018,n,7
5398801875468288,77,female,Upstate Birds,11700,2018,n,2
5402233084575744,209,mixed,Seven Sweaty Sinners,6300,2018,n,70
5411649531936768,345,mixed,Run Now &  Beer Later,0,2018,n,101
5414021427625984,17,female,Wonder Women,1800,2018,n,64
5415347163234304,280,female,Knocking On 7s Door,1800,2018,n,79
5415563589320704,255,female,K Runners,6300,2018,n,25
5416798325309440,160,female,Fast as a mother,1800,2018,n,27
5423580414214144,238,mixed,Club Done,1800,2018,n,88
5425912782782464,185,mixed,Finger Lakes Health Hearts & Soles II,0,2018,n,94
5429347682877440,43,male,Finger Lakes Salute,8100,2018,n,18
5432151826759680,143,female,Never Get In A Van With Strangers,0,2018,n,20
5442262179774464,142,mixed,Damn Gravity,1800,2018,n,97
5446107182137344,147,mixed,CrazyChick +6,3600,2018,n,74
5448686377107456,69,female,7 Mighty Moms,6300,2018,n,19
5458726332923904,261,mixed,Hakuna Moscato,0,2018,n,90
5459204483579904,46,male,ITC Rough Riders,3600,2018,n,33
5460940724109312,203,female,Run Sweat Smile Repeat,0,2018,n,13
5465253609472000,289,mixed,Toenails are for Sissies,6300,2018,n,91
5465967110914048,61,mixed,Green Goddesses and Purple Gods,0,2018,n,82
5468214788096000,344,female,Strong Running Mammas,0,2018,n,31
5475183573860352,319,male,"Bobby, Where Are Your Pants?",6300,2018,n,23
5478786581659648,326,male,The Participants,0,2018,n,39
5480679320059904,113,mixed,"Skittles, Chafe the Rainbow",3600,2018,n,60
5482015323324416,301,mixed,Mid Leg Crisis ,0,2018,n,102
5483022761590784,266,female,Screamin' Eagles,6300,2018,n,11
5486579531382784,271,mixed,Team Awesome,11700,2018,n,103
5629869304053760,332,mixed,The Coupling Nuts,6300,2018,n,65
5630612601831424,171,mixed,Strong Hearts Vegan Power - Team Milkshake,3600,2018,n,71
5631040420839424,262,mixed,Running out of Wine,0,2018,n,62
5631800428724224,183,mixed,In your pace!,6300,2018,n,66
5636800307527680,140,mixed,Faster Than a Speeding Cork,0,2018,n,79
5640758388326400,1,female,Chicks on The Run,0,2018,n,37
5644164767154176,156,male,Heath Street Athletic Club (of Engineers),11700,2018,n,10
5649610047488000,264,female,Sassy 7,6300,2018,n,39
5651351119855616,224,mixed,Vella Shpringa,3600,2018,n,57
5658017982840832,65,mixed,Oh the Hill With It!,0,2018,n,68
5660829240262656,42,male,We Used To Work In Chicago,8100,2018,n,28
5662367375425536,161,mixed,That's What She Said,1800,2018,n,96
5663812699029504,186,mixed,BAD CO,6300,2018,n,104
5665026295726080,79,mixed,Run Your Hasselhoff,6300,2018,n,67
5666946347433984,316,mixed,We Don't Wash Between Our Legs,0,2018,n,78
5668867607101440,134,mixed,RUOK,6300,2018,n,105
5673906945916928,11,mixed,Pedal Stompers X 3,3600,2018,n,106
5677568673972224,159,female,Worst Wine Tour Ever OG,0,2018,n,22
5680276852178944,70,male,Seven Seventies for the Seneca7,0,2018,n,34
5683708061286400,162,mixed,Miles Beyond a Reasonable Doubt,11700,2018,n,108
5693124508647424,56,mixed,Cornell Running Club Bike Enthusiast Club,11700,2018,n,109
5695496404336640,339,mixed,Team Spreadsheet,3600,2018,n,110
5696822139944960,22,mixed,"7 Runners, 1 Team, 6 Bikes",0,2018,n,145
5697038566031360,29,mixed,I Thought I Signed Up For a Wine Tour 5.0,3600,2018,n,135
5698273302020096,309,mixed,Undeniably Dairy,3600,2018,n,129
5705055390924800,216,mixed,Almost Home,0,2018,n,128
5707387759493120,323,mixed,Quads of Fleury,8100,2018,n,113
5708072068579328,291,mixed,THE!!! SENECA LAKE EFFECT 7,0,2018,n,136
5713626803470336,94,female,"Body Glide, Bengay and Blisters",6300,2018,n,56
5716463897804800,343,mixed,Keymasters and Gatekeepers,8100,2018,n,112
5723737156485120,177,male,2018: A Chafe Odyssey,0,2018,n,22
5727582158848000,74,male,ICS,6300,2018,n,25
5730161353818112,115,mixed,The Lost Flock,0,2018,n,153
5733128370913280,120,mixed,Da Bonnies & Friends,3600,2018,n,126
5740201309634560,116,mixed,We thought they said rum?!,0,2018,n,154
5740679460290560,292,mixed,RUOK,3600,2018,n,151
5742415700819968,139,mixed,Re-Union Street,0,2018,n,137
5743229060251648,165,mixed,six chicks and a dude,0,2018,n,149
5743939608903680,205,mixed,"Pace it, we're in wine country",3600,2018,n,131
5746728586182656,9,mixed,Seven Pack,0,2018,n,142
5747442087624704,175,male,Team WesLor,0,2018,n,26
5749689764806656,99,mixed,Strong Hearts Vegan Power - Team Cupcake,6300,2018,n,120
5756658550571008,295,mixed,Off Track,8100,2018,n,115
5760261558370304,178,mixed,"No Wine-ing Bikers, Just Run Happy",3600,2018,n,140
5762154296770560,257,male,Somebody's Roadkill,3600,2018,n,27
5763119255126016,106,female,Miles for martinis,0,2018,n,70
5763490300035072,251,mixed,howdowegettherefromhere,3600,2018,n,127
5764497738301440,96,mixed,Dead Woman's Glove,0,2018,n,143
5768054508093440,14,mixed,"Thank You Sir, May We Please Run Another",1800,2018,n,193
5911344280764416,154,mixed,Chafin in the wind,0,2018,n,121
5912087578542080,290,female,Trouble Double,6300,2018,n,29
5912515397550080,145,mixed,Wined Me Up,1800,2018,n,146
5913275405434880,307,female,Running...it's what we do worst!,1800,2018,n,67
5918275284238336,91,female,BAMRS: We Get the Run Done,1800,2018,n,62
5922233365037056,146,mixed,Tortugas Veloces,6300,2018,n,134
5925639743864832,227,male,Run from our Wives,8100,2018,n,17
5931085024198656,254,mixed,Slothful Seven,1800,2018,n,124
5939492959551488,269,mixed,Wetsuit Legal,1800,2018,n,152
5942304216973312,101,mixed,In it for the bumper sticker,1800,2018,n,150
5943842352136192,311,mixed,I Thought This Was a Wine Tour,0,2018,n,133
5945287675740160,4,female,RUNder Women,3600,2018,n,6
5946501272436736,3,male,The Endicott Club,0,2018,n,31
5948421324144640,109,mixed,Cassowary Club,6300,2018,n,139
5950342583812096,126,male,IT DON'T GET NO BETTER,0,2018,n,42
5955381922627584,81,mixed,Short Shorts,3600,2018,n,119
5959043650682880,25,female,Women of Oregon East,3600,2018,n,10
5961751828889600,217,mixed,16 soles,6300,2018,n,144
5965183037997056,198,female,Bird Machine,0,2018,n,23
5974599485358080,260,mixed,Wildcat Runners Club,3600,2018,n,132
5976971381047296,249,mixed,The Motley Crew,0,2018,n,125
5978297116655616,10,mixed,Team RWB,0,2018,n,138
5978513542742016,194,mixed,TACOCAT,11700,2018,n,111
5979748278730752,229,female,"A chick, some hens and one tough old bird",6300,2018,n,45
5986530367635456,305,female,Seven Swans A'Sweating,1800,2018,n,59
5988862736203776,62,male,Pale Kenyans,8100,2018,n,14
5989547045289984,288,female,Double trouble ,6300,2018,n,51
5992297636298752,285,mixed,This is What Happens When You Pass a Stranger in the Run,6300,2018,n,117
5995101780180992,211,female,"Whine, Run, Wine",0,2018,n,66
5997938874515456,138,mixed,Here We Run Again,0,2018,n,148
