,bib_number,category,team_name,start_time,year,bikers,place
6196148343668736,110,female,Black Widow,0,2024,n,31
6196477680418816,148,mixed,Seneca Cellar Dwellers,1800,2024,n,175
6197750500687872,22,mixed,Non-Responders...crickets!!,2700,2024,n,106
6199190187147264,4,mixed,Fish Out of Water,2700,2024,n,149
6202271054430208,29,mixed,7 Doctors,0,2024,n,81
6203118136066048,247,mixed,Return of the Mack,9000,2024,n,72
6205791149228032,6,female,Cornell Paint the Town Big Red,11700,2024,n,1
6206323926499328,40,mixed,Sole Sisters & Steve,0,2024,n,130
6206564008460288,124,mixed,Karma is a Race Day,0,2024,n,136
6207532221595648,112,mixed,Strong Hearts Vegan Power Team Poncho,9000,2024,n,8
6211994860388352,180,male,The Seven Slappy Salmons,9000,2024,n,11
6212513209253888,246,mixed,FKTâFeelin' Kinda Tired,1800,2024,n,196
6212884455489536,218,female,2 Hot Moms & Their Kids,1800,2024,n,33
6213281874182144,235,mixed,Gold Rush Gang Rule #6 - No Whining.,1800,2024,n,148
6216253890887680,162,female,Bananarana,0,2024,n,22
6217841820827648,183,female,7 Moms in Need of a Drink,2700,2024,n,12
6218804564590592,59,mixed,Legs Miserable,1800,2024,n,162
6219785025093632,85,mixed,High-Tor Silverbacks,11700,2024,n,4
6223457155022848,211,mixed,Middle Finger Lake Racing Team,9000,2024,n,29
6225341840359424,14,mixed,Dad Bod Dashers & Dudette,2700,2024,n,114
6227120225255424,31,female,Sunrise Mamas,9000,2024,n,4
6229074603147264,33,mixed,I wonder what the chili tastes like?,1800,2024,n,73
6229430951215104,5,mixed,WS Ladies and Erik,9900,2024,n,17
6229806626635776,166,mixed,Motley Brew,2700,2024,n,59
6231597091127296,25,mixed,Keymasters and Gatekeepers,9900,2024,n,42
6232479740461056,66,female,It's Ladies' Night!,1800,2024,n,43
6232519133364224,290,mixed,Slackers Run Club,0,2024,n,123
6233063184924672,83,mixed,Herb Ertingler's Runspringa,0,2024,n,66
6235511853154304,191,mixed,Chuck and the Gang,1800,2024,n,160
6236715920392192,65,mixed,Not Sofa King Chafed Anymore,9000,2024,n,50
6238062795292672,48,female,Women of Oregon East,9000,2024,n,9
6239232637009920,270,mixed,Premature Adjudication,1800,2024,n,55
6243317083799552,239,mixed,The Uncrustables,9900,2024,n,37
6243822480654336,129,mixed,Strong Hearts Vegan Power,2700,2024,n,65
6244056623480832,219,female,7 Salty Roses,1800,2024,n,41
6244325360926720,269,mixed,Cayuga Sports Medicine,11700,2024,n,12
6244892531490816,220,female,Scrambled Legs,1800,2024,n,18
6248210024628224,232,mixed,Hangin' by a Tread,1800,2024,n,143
6251016148221952,18,mixed,We Have Secrets,0,2024,n,153
6251360416694272,93,female,Here We Go Again- Part 5,0,2024,n,26
6252219745697792,134,mixed,Cirque du Sore Legs,1800,2024,n,146
6252399899443200,287,mixed,7 Deadly Shins,0,2024,n,88
6252881371987968,61,female,Girl Gang,9000,2024,n,6
6253780429438976,197,female,Pour Decisions,9000,2024,n,7
6260449171472384,304,female,But did you die?,2700,2024,n,10
6261775443951616,224,male,Local 2012,1800,2024,n,20
6262620176777216,255,mixed,Wanderlusts,9000,2024,n,23
6262862204895232,170,male,Beers and Miles,11700,2024,n,3
6263296365690880,283,mixed,My circus my monkeys,9900,2024,n,19
6265602528247808,229,female,R.O.C. Crew,0,2024,n,14
6265641921150976,42,female,Steph Strong All Day Long,1800,2024,n,45
6268701850468352,242,female,Big Dairy,0,2024,n,8
6269103698345984,194,mixed,Lunatics,1800,2024,n,177
6269403305869312,3,mixed,The Seven Neon Dwarfs,2700,2024,n,82
6270698473390080,35,mixed,GOFR a Run - Stay for the Wine,1800,2024,n,180
6271675712667648,169,mixed,imps in the vineyard,0,2024,n,105
6272157185212416,274,mixed,Lettuce Ride,9900,2024,n,18
6272242883231744,32,mixed,LF GOFR IT,1800,2024,n,181
6273056242663424,150,mixed,Untrained Degenerates,2700,2024,n,165
6276822325002240,55,male,Hammer Squad,11700,2024,n,5
6278537761783808,260,female,Erie Eight,0,2024,n,13
6281491558432768,190,mixed,Robe Squadron,0,2024,n,121
6283864729190400,210,mixed,The 7th Wheel,11700,2024,n,3
6284499713261568,186,mixed,Running Heals,2700,2024,n,69
6285314783969280,222,mixed,AGS Runs on Glass,2700,2024,n,93
6287105248460800,101,mixed,Down Downs Around the Lake,0,2024,n,140
6289435033337856,39,mixed,SENECA LAKE EFFECT 7Farewell Tour????,0,2024,n,176
6292953483968512,74,mixed,Worst Pace Scenario,1800,2024,n,120
6298174889132032,47,male,Team FOH,9900,2024,n,7
6298931474464768,20,mixed,"716 7RUNNERS, 1TEAM, 6BIKES NOT",0,2024,n,157
6301328603086848,281,mixed,Grapetrotters,0,2024,n,185
6304027419607040,199,mixed,It's NOT a Banana,2700,2024,n,92
6304762395885568,284,mixed,Hybrid Hustlers,2700,2024,n,64
6304953656147968,299,mixed,"SWAT-sprinters, walkers and trash talkers",0,2024,n,147
6305628100231168,286,male,Boom or Bust,2700,2024,n,8
6309294962114560,12,mixed,UAREN'T,9000,2024,n,24
6309974976233472,58,mixed,The Sizzlin Seven,1800,2024,n,194
6310777094930432,305,mixed,Wait list to whine list,9000,2024,n,51
6311065293946880,193,mixed,PR or ER,9900,2024,n,61
6314229745319936,279,mixed,Boots Brewing Run Club,9900,2024,n,54
6317993076195328,275,female,It's Yogging with a Soft J,1800,2024,n,44
6318233158156288,266,male,Big J and the Six Dwarfs,9900,2024,n,13
6318877638131712,295,mixed,Forgot Our Rollerblades,9000,2024,n,20
6318995212861440,179,male,FBR's Gang of Idiots,2700,2024,n,16
6320331115462656,293,mixed,I Need A Knapp,1800,2024,n,134
6324092030418944,300,mixed,The UARE,9900,2024,n,14
6325509336072192,254,female,7 Sinners on the Run,1800,2024,n,53
6327731880984576,188,mixed,Meat Sweats,1800,2024,n,96
6328433336385536,84,female,7 Sisters From Another Mister,0,2024,n,28
6328546045722624,142,mixed,Call me a cab-ernet,1800,2024,n,187
6329210859683840,78,male,BonkWerx Endurance Sports,9000,2024,n,17
6332080770252800,136,mixed,Kickin' Asphalt,9000,2024,n,46
6493469837099008,111,mixed,OneNY Fastholes,2700,2024,n,58
6497728867598336,67,male,Henchen Harriers,11700,2024,n,6
6505695226626048,280,mixed,Toddys,0,2024,n,62
6510905927925760,202,female,Chicks on a run,1800,2024,n,40
6513954717171712,245,female,Chicks with Kicks,1800,2024,n,38
6529685001338880,82,mixed,Phil's Harem,0,2024,n,169
6532835393404928,176,mixed,Girls-ish just want to have run.,0,2024,n,111
6533874876153856,161,mixed,RevRunners,2700,2024,n,40
6544337181605888,103,mixed,Immaculate Vibes,1800,2024,n,135
6549801151758336,192,female,Mid Life Crisis,1800,2024,n,54
6553150689378304,46,male,Hello Kitty AC,11700,2024,n,4
6562966535143424,209,mixed,The Bills Mafia,9000,2024,n,30
6609206857695232,62,female,"Oh, Hill No!",1800,2024,n,48
6609908313096192,57,mixed,Wiener Wiener Chicken Dinner,1800,2024,n,156
6610021022433280,200,mixed,Tooty & The Go Fish,2700,2024,n,144
4525852071034880,115,mixed,Cab Savages,0,2023,n,38
4534567230767104,151,female,We Stole Sunday,0,2023,n,22
4644945474355200,74,female,The running joke,1800,2023,n,7
4657401819037696,113,mixed,Lunatics,1800,2023,n,36
4661085961453568,292,mixed,The shamrocks,3600,2023,n,15
4665588295139328,100,mixed,Hopchester Runs FLX,10800,2023,n,10
4700172948865024,53,female,Cornell Running Club: Still Is,11700,2023,n,1
4723675647442944,271,male,Henchen's Harriers,11700,2023,n,4
4731008129695744,246,mixed,Running for Snacks,1800,2023,n,42
4749321870245888,79,mixed,Hot Pants,1800,2023,n,27
4749590473474048,277,mixed,Running On Empty,1800,2023,n,28
4763821679837184,39,mixed,"Wheelin' and Dealin,",7200,2023,n,13
4776799594610688,283,mixed,Sole 7rain,9000,2023,n,12
4785922105147392,82,mixed,I Run For Swag,0,2023,n,41
4791787587633152,195,male,All4GLORY,9000,2023,n,12
4793277404413952,99,mixed,Scrambled Legs,10800,2023,n,7
4794350005387264,265,mixed,Gotta Have More Cowbell,3600,2023,n,16
4795856901373952,127,female,Fit and Fierce Mommas,0,2023,n,6
4798642758090752,235,mixed,Misery Loves Company,0,2023,n,17
4802880347308032,9,mixed,Roadkill Racing,11700,2023,n,3
4804386035335168,95,female,Thunder Sisters,0,2023,n,24
4806325783494656,102,mixed,Howard,7200,2023,n,19
4810739869024256,38,mixed,Finger Lakin' Good,10800,2023,n,11
4811856594075648,207,male,Lake Trout Trotters,1800,2023,n,9
4812125197303808,176,mixed,Hills Mafia,1800,2023,n,32
4817254394888192,311,mixed,Tennessee Smokeshow,7200,2023,n,9
4817327744876544,126,mixed,Untrained Degenerates,0,2023,n,29
4823786536828928,120,female,StephStrongAlways,1800,2023,n,21
4826473206644736,33,mixed,The Seven Neon Dwarfs,0,2023,n,24
4831304205991936,204,mixed,"Run slow, drink fast",1800,2023,n,40
4832072065613824,191,mixed,Peer Pressure,1800,2023,n,34
4836775356792832,106,mixed,Wine-O-Saurs,1800,2023,n,39
4837641061138432,184,female,Burdett Blaze,7200,2023,n,2
4840288975585280,122,mixed,7 Motley Misfits,3600,2023,n,21
4840910437220352,117,female,Chafing Like a Flockstar,1800,2023,n,30
4843123855327232,154,mixed,Running out of wine,9900,2023,n,8
4844392615510016,15,female,Sloth Running Team,1800,2023,n,28
4844478649073664,155,female,Sore Toes & Stinky Clothes,1800,2023,n,27
4847359632605184,227,mixed,To Hill and Back,0,2023,n,43
4850803357515776,112,female,Girls just want to have run,1800,2023,n,31
4850914456240128,239,mixed,The Seneca Sippers,9000,2023,n,6
4853439829901312,25,mixed,Chafing Dreams,9000,2023,n,5
4859626059202560,138,mixed,Slow and Unsteady,9000,2023,n,14
4862587539816448,73,male,Hammer Squad,11700,2023,n,7
4864124869672960,45,female,7 Sisters From Another Mister,3600,2023,n,8
4864486485786624,80,mixed,[TB... Didn,3600,2023,n,23
4865300650524672,248,female,Uphill Both Ways,1800,2023,n,32
4869951160582144,200,female,Warrior Women,1800,2023,n,29
4870967289446400,12,male,NO SPEED NO TRUST,3600,2023,n,17
4871745618051072,35,female,Old Ladies Who Are Faster Than You,0,2023,n,26
4875731247038464,275,mixed,Two Tired To Give A Shift,1800,2023,y,176
4876690769575936,125,mixed,Vantastic Voyageurs,3600,2023,n,37
4879580745695232,14,mixed,Rolling Hills My A77,0,2023,n,33
4880114898698240,192,female,Senecasoreass Wrecks,1800,2023,n,33
4880627308429312,54,mixed,Cornell Running Club and the Chipmunks,11700,2023,n,2
4880897253834752,242,mixed,Whine Tour,1800,2023,n,35
4883985637310464,266,female,Worst Pace Scenario,1800,2023,n,13
4884208136749056,241,male,The Notorious R.U.N.N.E.R.S.,1800,2023,n,16
4885505485307904,101,mixed,UAlbany Running Exchange,10800,2023,n,1
4887119856140288,107,mixed,Easier Said Than Run,0,2023,n,26
4889809680072704,291,mixed,7 Real concerns,1800,2023,n,30
4890059358601216,162,mixed,"Like Fun, Only Different",0,2023,n,20
4890327961829376,166,female,FBR's Heart and Sole,1800,2023,n,11
4891619807461376,236,mixed,Raritan Valley Road Runners,9000,2023,n,4
4895995238285312,37,female,7 Legs to Retirement!,9900,2023,n,5
4899028357611520,36,mixed,77 bottles v. 13.0,0,2023,n,31
4901449511206912,131,mixed,"Oh, hill no!",1800,2023,n,80
4902377895231488,109,mixed,Ava's Avengers,0,2023,n,25
4903433249226752,81,mixed,Easier Said Than Run,1800,2023,n,18
4903514518061056,260,female,DysRUNctionals,0,2023,n,20
4904502763192320,10,mixed,Vulture Pacers,0,2023,n,22
4904559168192512,226,mixed,At a medium pace,1800,2023,n,71
4908338638749696,198,mixed,14 Feet on Fire,1800,2023,n,75
4911136541507584,287,female,The Seven Runders of Ohio,1800,2023,n,17
4913234700140544,167,female,Sole Sisters,3600,2023,n,14
4917537082966016,168,mixed,Running for Mark,0,2023,n,55
4918319035449344,144,female,Mother Runners,9000,2023,n,4
4922615210704896,209,mixed,Just Run then Drink Beer,7200,2023,n,47
4925356238700544,104,mixed,Scrambled Legs,0,2023,n,60
5035143454523392,52,male,Cornell Running Club: Automatic,11700,2023,n,1
5107948183355392,203,female,Gonna Need Milk For That,3600,2023,n,9
5210507975852032,261,mixed,14 feet to the finish line!,1800,2023,n,82
5293958083117056,308,mixed,Boots Brewing Run Club,9000,2023,n,56
5316618431234048,233,mixed,PTFLWF,0,2023,n,83
5356227357835264,130,mixed,Coders with a Running Problem,0,2023,n,58
5357299958808576,16,female,The Lady Parts,3600,2023,n,10
5361089260814336,28,mixed,Easier Said than Run,3600,2023,n,49
5364773403230208,136,mixed,Whose leg is it anyway?,0,2023,n,78
5367335988756480,31,mixed,Seven Deadly Cinders,1800,2023,y,76
5369275736915968,70,mixed,Informal Winers,10800,2023,n,84
5373689822445568,274,mixed,The Fast Girls Your Mother Warned You About,1800,2023,n,64
5375075150725120,3,female,Running from BS,0,2023,n,23
5383775546507264,217,female,[Unintentionally Left Blank],1800,2023,n,25
5394254159413248,83,mixed,7 Doctors,9000,2023,n,61
5395022019035136,56,male,7 Minute Abs,11700,2023,n,6
5400591014559744,220,mixed,Peaks and Troughs,1800,2023,n,69
5403860390641664,201,mixed,Lock 32 Brew Crew,0,2023,n,77
5406073808748544,43,female,7 Salty Roses,3600,2023,n,15
5410309586026496,85,female,Worst.Wine.Tour.Ever,0,2023,n,12
5425537493237760,164,female,Mom's Day Out,3600,2023,n,16
5427363089219584,231,female,Women Run Webster,1800,2023,n,61
5439640722997248,157,mixed,Easier Ran than Getting a Van,0,2023,n,85
5443577261850624,310,mixed,HWS Community,1800,2023,n,86
5452759633494016,255,mixed,LL Cool J-P,3600,2023,n,81
5453009312022528,96,mixed,It Mabee Payneful,1800,2023,n,87
5453277915250688,228,mixed,Quit Your Wine-Ing,2700,2023,n,62
5466464471482368,40,mixed,High Tor Silverbacks,11700,2023,n,44
5467452716613632,44,mixed,Wolf Pack,11700,2023,n,45
5476184653561856,142,mixed,OneNy Fastholes,7200,2023,n,51
5480487036387328,187,mixed,UR Striders +2,1800,2023,n,66
5488306192121856,257,mixed,Tooty & the Go Fish,2700,2023,n,68
5783301725880320,140,mixed,Kickin' Asphalt,9900,2023,n,50
5791488201981952,139,mixed,Our Drinking Team Has A Running Problem,1800,2023,n,72
5812008347762688,270,male,If Race Lasts >4hrs Seek Medical Attention,11700,2023,n,2
5826072855707648,147,mixed,Random Acts of Running,0,2023,n,53
5856908036538368,137,male,Tiger Tough,0,2023,n,14
5911582869553152,268,female,Cheaper Than Therapy,1800,2023,n,18
5911822011990016,63,mixed,"Thank You Sir, May We Please Run Another?",1800,2023,n,74
5919177311256576,160,mixed,Team 2023=7,1800,2023,n,178
5920249912229888,21,female,Women of Oregon East,9900,2023,n,3
5921756808216576,211,mixed,Dragonflies,9000,2023,n,57
5927723356651520,103,mixed,FastFingersSlowFeet,9900,2023,n,59
5930285942177792,111,female,Megaphone Megafun: Not the fastest but the loudest,1800,2023,n,19
5932225690337280,188,mixed,Randomly Kind,7200,2023,n,48
5936639775866880,121,female,Running on Cloud Wine,1800,2023,n,53
5937756500918272,1,female,Harland & The Road Trotters,0,2023,n,60
5937906254348288,94,mixed,7 Deadly Sins,0,2023,n,175
5938025104146432,300,mixed,Crap we got in !,3600,2023,n,63
5943227651719168,305,female,Team White Cake,0,2023,n,54
5946725499928576,141,mixed,LFGOFR IT!,1800,2023,n,79
5949686443671552,279,mixed,SHVP Team Marilyn,2700,2023,n,52
5957204112834560,91,female,Salty Chili girls,1800,2023,n,52
5957971972456448,5,mixed,Lactic Acid Droppers,7200,2023,n,73
5961619909640192,24,male,Oregon East,9900,2023,n,11
5962675263635456,173,mixed,Running WTF,3600,2023,n,70
5963540967981056,88,mixed,Amphenol EOM,11700,2023,n,46
5966188882427904,124,female,Chase Our Aces,3600,2023,n,44
5969023762169856,129,mixed,In It To Wine It,3600,2023,n,67
5970378555916288,76,mixed,Strong Hearts Vegan Power Team Koda,0,2023,n,54
5973259539447808,132,mixed,RevRunners,3600,2023,n,65
5976814363082752,290,female,Normal people would drive,1800,2023,n,45
5985525966045184,273,mixed,(PEN15x3) + (5318008 x 8),1800,2023,n,130
5988487446659072,250,mixed,Hello Kitty AC,11700,2023,n,88
5990024776515584,2,mixed,Chips and Salsas,1800,2023,y,107
5990313042640896,105,mixed,Taste The Rainbow,3600,2023,n,105
5991200557367296,219,mixed,AGS Runs on Glass,0,2023,n,109
5995851067424768,18,female,Running Late,7200,2023,n,42
5996867196289024,221,mixed,The Motley Crew,2700,2023,n,95
5997645524893696,297,mixed,Hashtag,7200,2023,n,117
6002590676418560,145,mixed,Slow Striders,1800,2023,n,123
6006527215271936,223,female,Worst Pace Scenario,1800,2023,n,66
6011405392150528,244,mixed,The 7-ups,1800,2023,n,119
6015709586915328,245,mixed,Drinkin' Kool-Aid,1800,2023,n,115
6021895145127936,256,mixed,[censored],9000,2023,n,99
6029414424903680,180,mixed,"GOFR a Run, Stay for the Wine",1800,2023,n,122
6030459075035136,6,female,Tour de Friends,0,2023,y,38
6035404226560000,64,mixed,Seidel Sandwich,9000,2023,n,92
6039134606983168,183,mixed,Running Heals,0,2023,n,111
6043436989808640,247,mixed,L.F.G.,10800,2023,n,90
6048515117547520,62,mixed,Happy Feet,9000,2023,n,94
6193296988700672,254,mixed,Sofa King Chafed,9000,2023,y,97
6194233560006656,197,mixed,"Not fast, just fabulous",1800,2023,n,131
6195187613171712,158,female,The Motherboard,0,2023,n,46
6199162471186432,86,female,It,0,2023,n,63
6200652287967232,135,mixed,Kiss My Asphalt,1800,2023,n,114
6200699096399872,108,mixed,The Bills Mafia,9000,2023,n,93
6201724888940544,215,female,Mid Life Crisis,0,2023,n,65
6206017641644032,238,female,Pour Choices,0,2023,n,48
6208508588457984,307,mixed,Hill Chief,1800,2023,y,104
6209198333362176,304,mixed,Full Sendy,2700,2023,n,100
6210255230861312,68,male,Beers and Miles,11700,2023,n,3
6210801396350976,199,mixed,The Uncivil Servants,9000,2023,n,96
6213700667047936,172,mixed,I Need a Knapp,1800,2023,n,125
6218114752577536,66,mixed,Wiemer Semi-Dry,11700,2023,n,89
6218661622710272,114,mixed,Cruisin' Then Boozin',1800,2023,n,129
6219231477628928,258,male,BonkWerx,7200,2023,n,10
6219381231058944,67,mixed,Extra-Cycling Terrestrials (ET),9000,2023,y,112
6219500080857088,65,mixed,Select Eurocars Speedies,9000,2023,n,98
6221972505624576,148,mixed,Downs Downs Around the Lake,3600,2023,n,106
6223647274434560,285,female,Sunrise Mommas,10800,2023,n,34
6224629278441472,249,female,Lost in Pace,3600,2023,n,58
6224702628429824,189,female,Seven Moms in need of a drink,3600,2023,n,41
6225502029217792,60,mixed,Sugar Cats,0,2023,n,132
6230661325127680,224,mixed,Nomads,1800,2023,n,118
6231161420382208,253,female,Worst Pace Scenario,0,2023,n,40
6232336798580736,29,mixed,Checkers All Male Co-ed Team,7200,2023,n,103
6238121582657536,171,mixed,Runners Sigh,9900,2023,n,91
6238679089545216,17,mixed,"716 7RUNNERS, 1TEAM, 6BIKES NOT",3600,2023,n,124
6239446949167104,218,mixed,OLP Saturday Regulars,0,2023,n,121
6242372660756480,282,mixed,Senecan't Be Last!,0,2023,y,102
6243094886350848,212,mixed,The OGs,3600,2023,n,116
6245015944691712,19,mixed,My Circus My Monkeys,0,2023,n,101
6247663859138560,58,female,Seven Valley Girls,7200,2023,n,37
6248285320773632,301,mixed,SeneCALL an Ambulance,1800,2023,n,120
6249170755125248,263,mixed,Captain Quickie and the gravy fries,1800,2023,n,113
6250498738880512,22,mixed,Why Are We Doing This Again,1800,2023,y,128
6251767499063296,165,mixed,Chaffing First Place,3600,2023,n,108
6254156406849536,97,female,Not Fast but Furious,0,2023,n,51
6254734516158464,251,mixed,The Sizzlin 7,3600,2023,n,126
6258178241069056,47,female,Heart and Sole,9000,2023,n,36
6258289339793408,149,mixed,Bad Wolf 2,0,2023,n,110
6259078707806208,210,mixed,THE SENECA LAKE EFFECT 7 ENDS,3600,2023,n,127
6260582214795264,295,mixed,Fitz Family,7200,2023,n,140
6260844442681344,170,mixed,Run-CVM,9000,2023,n,136
6265820363620352,259,female,Worst Pace Scenario,0,2023,n,59
6267000942755840,48,mixed,Runnin,2700,2023,y,170
6269962423369728,286,mixed,Kicking Asphalt,1800,2023,n,165
6271499753226240,133,mixed,Steve-O's Allstar Juggernaut,0,2023,n,162
6271861369339904,87,mixed,Legs Miserable,1800,2023,n,171
6274341847171072,55,mixed,Integrated Circuit,10800,2023,n,146
6275495448543232,77,female,"A Chick, Some Hens, and One Tough Old Bird",1800,2023,n,50
6278342172999680,34,mixed,Kevin Soup,9000,2023,n,135
6283106130591744,206,female,Chicks on a run,1800,2023,n,49
6284065653129216,280,mixed,They Told Us Running Cures Hangovers,3600,2023,n,154
6286955629248512,143,mixed,PR or ER,2700,2023,n,143
6287489782251520,156,mixed,Forgot Our Rollerblades,7200,2023,n,145
6288148757741568,306,male,Local 2012,0,2023,n,15
6288272137388032,272,mixed,The R.O.C. Crew,9000,2023,n,158
6290305166868480,302,mixed,Full STEM Ahead,2700,2023,n,149
6291287170875392,232,mixed,Comfortably Numb,0,2023,n,150
6291360520863744,134,mixed,Get in the van!  I,0,2023,n,177
6291583020302336,288,male,The 7 Dadly Puns,0,2023,n,13
6297184563625984,161,mixed,The Team Has No Name.,1800,2023,n,174
6297434242154496,75,mixed,Running Up That Hill,2700,2023,n,157
6297702845382656,30,mixed,Six MeatEaters and a Vegetarian on a Run!,3600,2023,n,156
6298994691014656,229,mixed,Jonathan's Dawgs,11700,2023,n,133
6302473178316800,186,mixed,Shameless,3600,2023,n,166
6304107144937472,7,mixed,Roadie Scum 3: The Revengening 2,10800,2023,y,141
6306403241164800,4,male,Corning Heaters,10800,2023,y,5
6308824394760192,11,mixed,To the hill and back,10800,2023,n,138
6309752778784768,213,mixed,Baby We Were Born To Run,3600,2023,n,172
6310889401614336,98,mixed,Lucky Seven Gold Rush Runners,0,2023,n,152
6311477845688320,32,female,The Bedazzled Bitches,3600,2023,n,47
6311877646745600,8,female,Lets do this again -Take 4,3600,2023,n,43
6313850446020608,119,mixed,Dead Woman's Glove,1800,2023,n,169
6315713522302976,202,mixed,No Slack In The 7 Pack,1800,2023,n,179
6320097173962752,190,mixed,"Blood, Sweat, and Beers",3600,2023,n,168
6320609583693824,93,mixed,The Catalina Run Mixer,0,2023,n,155
6321601083604992,222,female,7 Feisty Trash Bags,1800,2023,n,57
6325693919002624,92,mixed,Runnin' Up That Hill,3600,2023,n,153
6327266447458304,41,mixed,This time we'll try it with seven,7200,2023,n,139
6332359171375104,78,mixed,Premature Adjudication,10800,2023,n,142
6332731122253824,178,mixed,No Wine Left Behind,3600,2023,n,159
6336407882694656,146,mixed,Worst Pace Senario,1800,2023,n,160
6419857989959680,216,mixed,The Doctor Said Rest,0,2023,n,161
6442518338076672,240,mixed,Ohh the Hill with it!,7200,2023,n,147
6474532822974464,298,mixed,Slackers Run Club,3600,2023,n,173
6486989167656960,175,mixed,Dexy's Midnight Runners,1800,2023,n,164
6490673310072832,150,female,Are We There Yet?,1800,2023,n,55
6493235895599104,296,mixed,The Replacements,9000,2023,n,137
6495175643758592,196,male,Has Beens,9900,2023,n,8
6500975057567744,269,female,Pour Decisions,0,2023,n,39
6529760297484288,84,mixed,Krusty's Clowns,3600,2023,n,151
6531973715591168,174,mixed,Choovian Plumbers,7200,2023,n,144
6553262996062208,118,female,Seven Strong,1800,2023,n,67
6560595478315008,163,mixed,Miles of Whining,9900,2023,n,148
6565540629839872,50,mixed,Team Ev,11700,2023,n,134
6569477168693248,299,female,Running Big Red,7200,2023,n,35
6578909218865152,234,female,7 Vintage Divas,0,2023,n,64
6579177822093312,123,female,Darlene's Dirty Pickles,3600,2023,n,56
6593409028456448,116,mixed,Improves with Age,3600,2023,n,167
6606386943229952,303,mixed,Great Lakes Adventure Addicts,0,2023,n,163
6724875326586880,267,female,Mimtastics,1800,2023,n,62
4553683324895232,227,male,Not Going For Gold,7200,2022,n,25
4650147619274752,157,male,Tiger Tough,7200,2022,n,26
4652463546171392,170,mixed,7 Deadly Zin Splints,1800,2022,n,1
4669665158627328,191,female,7 Vintage Divas,1800,2022,n,1
4679472246685696,120,male,You're Still On Mute,9000,2022,n,17
4683421133570048,209,mixed,Hopchester Runners,9000,2022,n,6
4689885327785984,231,mixed,14 Feet on Fire,1800,2022,n,25
4696551989444608,192,female,Uphill Both Ways,0,2022,n,2
4705362577981440,142,female,RUNder WOMEN,9900,2022,n,3
4718915280175104,243,male,Soul 7rain,7200,2022,n,20
4729605185339392,118,female,Rosie Ruiz Reputation Restorers,0,2022,n,16
4733118804131840,220,mixed,Ovas Locas,7200,2022,n,7
4751728830316544,252,female,Chase Our Aces,7200,2022,n,6
4753547346313216,46,female,PaceMakers,0,2022,n,26
4754296012800000,229,male,Tortugas Veloces,7200,2022,n,27
4755851462049792,163,female,Sole Sisters,3600,2022,n,25
4762823334821888,110,mixed,Six Sole Sisters & a Mister,0,2022,n,31
4769651997278208,226,male,We put the RUN in dRUNk,0,2022,n,37
4790885107630080,73,mixed,Chafing the Dream,1800,2022,n,34
4793201034526720,5,mixed,They Told Us Running Cures Hangovers,0,2022,n,32
4797396949139456,68,mixed,Agony of DeFeet,0,2022,n,33
4807198400053248,72,mixed,Vantastic Voyageurs,3600,2022,n,30
4810402646982656,29,male,Team FOH,9000,2022,n,7
4813544482668544,134,female,Running from BS,0,2022,n,15
4817043001966592,44,mixed,Get in the van!  I've got a plan.,0,2022,n,35
4820209735041024,45,mixed,We Don't Talk About Chafing,1800,2022,n,36
4823414921494528,6,female,Lowville Ladies,9000,2022,n,8
4824158621925376,38,mixed,"Like Fun, Only Different",0,2022,n,22
4825808426237952,139,male,CRC 1,9900,2022,n,3
4830622816141312,61,male,Team of Undecided Name #7,9900,2022,n,5
4833146713407488,37,male,It Don't Get No Better,3600,2022,n,32
4833259523407872,186,mixed,Whose leg is it anyway?,1800,2022,n,26
4843731593199616,86,female,Cirque Du Sore Legs,1800,2022,n,24
4846100066336768,27,mixed,Givin it our Best Shot,0,2022,n,43
4859652768530432,103,mixed,Sippin' and Steppin',1800,2022,n,29
4867079035420672,190,mixed,There is no Tri,7200,2022,y,14
4870342673694720,33,male,Hammer Squad,9900,2022,n,9
4872360905670656,81,mixed,OLP Saturday Regulars,3600,2022,n,41
4873856292487168,85,mixed,Hills Mafia,1800,2022,n,42
4875400735883264,90,mixed,In it to Wine it,3600,2022,n,24
4877060539416576,129,mixed,Kicking Asphalt,0,2022,n,40
4879666779258880,128,male,"Thank You Sir, May We Please Run Another?",3600,2022,n,38
4883700894400512,106,male,A Dream in Search of 6 Runners,9900,2022,n,10
4885321439248384,149,mixed,Scrambled Legs,9000,2022,n,10
4888654870740992,57,mixed,Team SDRx,0,2022,n,28
4891709330685952,175,male,I've got the runs,9900,2022,n,6
4894284834668544,76,mixed,Strong Hearts Vegan Power Team Saffron,7200,2022,n,19
4895033501155328,114,mixed,Strong Hearts Vegan Power Team Cardamom,9000,2022,n,11
4896588950405120,49,male,Random Team Name #7,7200,2022,n,15
4905216264634368,63,mixed,Team Drag-N-Fly,1800,2022,n,45
4910389485633536,71,mixed,Pour Choices,0,2022,n,46
4911933325049856,141,mixed,Untrained Degenerates,1800,2022,n,39
4960947223396352,174,mixed,Chafing Dreams,7200,2022,n,4
4973884201762816,131,mixed,7 Sweaty Strangers,1800,2022,n,47
4986837554692096,189,male,Endicott Cheese Club,7200,2022,n,28
5011080162050048,153,male,Informal Winers,9900,2022,y,21
5213097572696064,241,male,Premature Acceleration,9900,2022,n,8
5215413499592704,215,mixed,The Finishers,7200,2022,n,48
