,b,c,n,w,y,p,bike
4895776379502592,95,female,Worst.Wine Tour.Ever,6300,2018,12.561,n
4896254530158592,151,female,The Pink Ladies,6300,2018,12.394,n
4897990770688000,222,mixed,Keeping the Pace,11700,2018,12.922,n
4898804130119680,107,mixed,Our Day Off,0,2018,8.25,n
4899514678771712,317,female,The Lady Parts,1800,2018,10.386,n
4902303656050688,168,mixed,Bad Wolf,0,2018,9.357,n
4903017157492736,133,mixed,SEVEN legs ONE Team,8100,2018,11.699,n
4905264834674688,75,mixed,We Will!,3600,2018,9.871,n
4912233620439040,92,mixed,Five Reasonably Intelligent People,0,2018,9.164,n
4915836628238336,158,mixed,7 Rungry Runners,0,2018,10.605,n
4917729366638592,245,male,Chicks Dig Us,8100,2018,11.326,n
4918694324994048,330,male,Finger Lakin Good,11700,2018,11.892,n
4919065369903104,327,male,Finger Lakes On Tap,8100,2018,11.236,n
4920072808169472,36,female,7 Sweaty Soles,0,2018,9.807,n
4923629577961472,169,female,Fo Shoe,3600,2018,10.605,n
5066919350632448,89,male,Checkers All Male Co-ed Team ,8100,2018,11.995,n
5067662648410112,314,mixed,Katie's Cronies,3600,2018,10.451,n
5068090467418112,286,male,Old Vegan Farts,3600,2018,9.176,n
5068850475302912,207,mixed,Hotdogging on our Huffies,6300,2018,11.879,n
5073850354106368,15,mixed,Two Tired,8100,2018,24.165,n
5077808434905088,21,mixed,Run One Race,6300,2018,13.933,n
5081214813732864,275,mixed,Slightly Corked,0,2018,10.18,n
5086660094066688,318,mixed,Kilt it Last Year,0,2018,8.777,n
5088401166434304,303,mixed,SyrRocha,0,2018,8.469,n
5095068029419520,12,female,Heart and Sole,3600,2018,9.936,n
5097879286841344,37,female,Team Awesome,8100,2018,11.956,n
5099417422004224,278,mixed,Road Runners,1800,2018,10.489,n
5100862745608192,279,mixed,Running for our lives,3600,2018,10.991,n
5102076342304768,172,female,Dark Siders,1800,2018,10.888,n
5103996394012672,48,mixed,Jerry and the atrics,11700,2018,11.738,n
5105917653680128,201,mixed,The Mediocre Seven,1800,2018,10.837,n
5110956992495616,13,male,7 Squirrels,8100,2018,11.454,n
5114618720550912,184,mixed,Dexy's Midnight Runners,1800,2018,10.412,n
5117326898757632,304,mixed,The Jane Gang,0,2018,9.447,n
5120758107865088,182,female,7 Fiesty Trash Bags,0,2018,9.743,n
5130174555226112,41,male,Hammer Squad,8100,2018,11.184,n
5132546450915328,67,mixed,Renegade 7,11700,2018,11.274,n
5133872186523648,57,female,Worst Pace Scenario,3600,2018,11.183,n
5134088612610048,221,mixed,Select Eurocars Speedies,8100,2018,11.416,n
5135323348598784,192,female,World's Okayest Team ,0,2018,10.167,n
5142105437503488,210,mixed,Prepping for the Zombie Apocalypse,6300,2018,11.712,n
5144437806071808,310,mixed,Semi-Dry Runners,11700,2018,11.828,n
5145122115158016,225,mixed,Off Like A Prom Dress,0,2018,9.743,n
5147872706166784,189,mixed,3x'sCHARM,6300,2018,11.647,n
5150676850049024,144,female,Mid Life Crisis,6300,2018,12.433,n
5153513944383488,296,mixed,Beer guts and Coconuts,3600,2018,10.27,n
5160787203063808,248,mixed,Gold Rush Runs Again,0,2018,9.395,n
5164632205426688,136,mixed,Asylum Escapers,0,2018,8.533,n
5167211400396800,119,mixed,"Blood, Sweat & Beers",6300,2018,11.506,n
5170178417491968,118,mixed,We thought this was a wine tour,0,2018,9.563,n
5177251356213248,173,male,Syracuse Trail Runners,3600,2018,9.627,n
5177729506869248,230,mixed,Normal People Would Just Drive,6300,2018,11.905,n
5179465747398656,300,male,eLectrify,6300,2018,11.763,n
5180279106830336,108,mixed,OLP Saturday Regulars,3600,2018,10.554,n
5180989655482368,321,female,Seven Strong,1800,2018,10.656,n
5183778632761344,54,mixed,The Shizz,11700,2018,12.819,n
5184492134203392,188,mixed,Worst Pace Scenerio,0,2018,9.215,n
5186739811385344,152,mixed,Brendan's TRIbe,1800,2018,11.249,n
5193708597149696,322,mixed,Cornell Running Club Sardines Club,3600,2018,9.756,n
5197311604948992,122,mixed,Team RWYG,6300,2018,11.841,n
5199204343349248,102,mixed,Lori's Lunatics,1800,2018,11.03,n
5200169301704704,85,mixed,Worst Game of Tag Ever,6300,2018,12.523,n
5200540346613760,338,mixed,Executive Dysfunction,0,2018,8.842,n
5201547784880128,97,female,#likeagirl,3600,2018,9.949,n
5205104554672128,243,male,We Put The RUN in Drunk,0,2018,9.164,n
5348394327343104,333,mixed,ROCovery Warriors,6300,2018,11.892,n
5349137625120768,7,female,My Drinking Team Has A Running Problem,1800,2018,11.261,n
5349565444128768,98,mixed,Lock 32 Brew Crew,6300,2018,11.583,n
5350325452013568,125,mixed,The Pati Robison Running Club,3600,2018,10.155,n
5355325330817024,86,mixed,7 Motley Misfits,0,2018,8.61,n
5359283411615744,242,female,TC3 Pantherinas,1800,2018,11.21,n
5362689790443520,141,female,Will Run For Wine,0,2018,8.829,n
5368135070777344,50,female,Grab em by the laces,11700,2018,11.776,n
5376543006130176,44,female,The Life of Riley,6300,2018,12.304,n
5379354263552000,130,mixed,Strong Hearts Vegan Power - Team Egg Trick Muffin,6300,2018,11.261,n
5380892398714880,294,mixed,Running WTF,6300,2018,11.969,n
5382337722318848,214,mixed,77.7 for 57,6300,2018,12.085,n
5383551319015424,71,mixed,Team Ev,11700,2018,12.149,n
5385471370723328,236,mixed,Seven PerSISTERS,6300,2018,0,n
5387392630390784,18,mixed,Fartlek 7,6300,2018,11.738,n
5392431969206272,328,female,Cornell Running Club Sloopy Appreciation Club,3600,2018,9.099,n
5396093697261568,204,female,Victor She Devils,3600,2018,9.859,n
5398801875468288,77,female,Upstate Birds,11700,2018,12.33,n
5402233084575744,209,mixed,Seven Sweaty Sinners,6300,2018,11.532,n
5411649531936768,345,mixed,Run Now &  Beer Later,0,2018,10.463,n
5414021427625984,17,female,Wonder Women,1800,2018,11.12,n
5415347163234304,280,female,Knocking On 7s Door,1800,2018,11.66,n
5415563589320704,255,female,K Runners,6300,2018,11.969,n
5416798325309440,160,female,Fast as a mother,1800,2018,10.129,n
5423580414214144,238,mixed,Club Done,1800,2018,10.322,n
5425912782782464,185,mixed,Finger Lakes Health Hearts & Soles II,0,2018,9.678,n
5426597091868672,335,mixed,"Oops, signed us up again!!",0,2018,10.039,n
5429347682877440,43,male,Finger Lakes Salute,8100,2018,11.596,n
5432151826759680,143,female,Never Get In A Van With Strangers,0,2018,9.112,n
5434988921094144,103,female,Sole Sistas,1800,2018,10.438,n
5442262179774464,142,mixed,Damn Gravity,1800,2018,10.85,n
5446107182137344,147,mixed,CrazyChick +6,3600,2018,10.515,n
5448686377107456,69,female,7 Mighty Moms,6300,2018,11.789,n
5458726332923904,261,mixed,Hakuna Moscato,0,2018,9.575,n
5459204483579904,46,male,ITC Rough Riders,3600,2018,10.811,n
5460940724109312,203,female,Run Sweat Smile Repeat,0,2018,8.829,n
5465253609472000,289,mixed,Toenails are for Sissies,6300,2018,12.42,n
5465967110914048,61,mixed,Green Goddesses and Purple Gods,0,2018,9.189,n
5468214788096000,344,female,Strong Running Mammas,0,2018,9.472,n
5475183573860352,319,male,"Bobby, Where Are Your Pants?",6300,2018,11.364,n
5478786581659648,326,male,The Participants,0,2018,9.395,n
5480679320059904,113,mixed,"Skittles, Chafe the Rainbow",3600,2018,10.09,n
5482015323324416,301,mixed,Mid Leg Crisis ,0,2018,10.695,n
5483022761590784,266,female,Screamin' Eagles,6300,2018,11.429,n
5486579531382784,271,mixed,Team Awesome,11700,2018,0,n
5629869304053760,332,mixed,The Coupling Nuts,6300,2018,11.442,n
5630612601831424,171,mixed,Strong Hearts Vegan Power - Team Milkshake,3600,2018,10.425,n
5631040420839424,262,mixed,Running out of Wine,0,2018,8.597,n
5631800428724224,183,mixed,In your pace!,6300,2018,11.454,n
5636800307527680,140,mixed,Faster Than a Speeding Cork,0,2018,9.086,n
5640758388326400,1,female,Chicks on The Run,0,2018,9.55,n
5644164767154176,156,male,Heath Street Athletic Club (of Engineers),11700,2018,12.471,n
5649610047488000,264,female,Sassy 7,6300,2018,12.304,n
5651351119855616,224,mixed,Vella Shpringa,3600,2018,9.743,n
5658017982840832,65,mixed,Oh the Hill With It!,0,2018,8.765,n
5660829240262656,42,male,We Used To Work In Chicago,8100,2018,12.355,n
5662367375425536,161,mixed,That's What She Said,1800,2018,10.747,n
5663812699029504,186,mixed,BAD CO,6300,2018,12.008,n
5665026295726080,79,mixed,Run Your Hasselhoff,6300,2018,11.467,n
5666946347433984,316,mixed,We Don't Wash Between Our Legs,0,2018,9.061,n
5668867607101440,134,mixed,RUOK,6300,2018,11.313,n
5673906945916928,11,mixed,Pedal Stompers X 3,3600,2018,0,n
5677568673972224,159,female,Worst Wine Tour Ever OG,0,2018,9.189,n
5680276852178944,70,male,Seven Seventies for the Seneca7,0,2018,9.447,n
5683708061286400,162,mixed,Miles Beyond a Reasonable Doubt,11700,2018,12.149,n
5693124508647424,56,mixed,Cornell Running Club Bike Enthusiast Club,11700,2018,12.381,n
5695496404336640,339,mixed,Team Spreadsheet,3600,2018,0,n
5696822139944960,22,mixed,"7 Runners, 1 Team, 6 Bikes",0,2018,9.73,n
5697038566031360,29,mixed,I Thought I Signed Up For a Wine Tour 5.0,3600,2018,10.36,n
5698273302020096,309,mixed,Undeniably Dairy,3600,2018,10.219,n
5705055390924800,216,mixed,Almost Home,0,2018,8.662,n
5707387759493120,323,mixed,Quads of Fleury,8100,2018,11.506,n
5708072068579328,291,mixed,THE!!! SENECA LAKE EFFECT 7,0,2018,8.829,n
5710822659588096,93,mixed,Runners...cause we suck at contact sports,3600,2018,10.682,n
5713626803470336,94,female,"Body Glide, Bengay and Blisters",6300,2018,12.613,n
5716463897804800,343,mixed,Keymasters and Gatekeepers,8100,2018,11.364,n
5723737156485120,177,male,2018: A Chafe Odyssey,0,2018,8.662,n
5727582158848000,74,male,ICS,6300,2018,11.454,n
5730161353818112,115,mixed,The Lost Flock,0,2018,10.605,n
5733128370913280,120,mixed,Da Bonnies & Friends,3600,2018,10.18,n
5740201309634560,116,mixed,We thought they said rum?!,0,2018,0,n
5740679460290560,292,mixed,RUOK,3600,2018,11.712,n
5742415700819968,139,mixed,Re-Union Street,0,2018,8.958,n
5743229060251648,165,mixed,six chicks and a dude,0,2018,9.987,n
5743939608903680,205,mixed,"Pace it, we're in wine country",3600,2018,10.309,n
5746728586182656,9,mixed,Seven Pack,0,2018,9.215,n
5747442087624704,175,male,Team WesLor,0,2018,8.816,n
5749689764806656,99,mixed,Strong Hearts Vegan Power - Team Cupcake,6300,2018,11.107,n
5756658550571008,295,mixed,Off Track,8100,2018,11.532,n
5760261558370304,178,mixed,"No Wine-ing Bikers, Just Run Happy",3600,2018,10.682,n
5762154296770560,257,male,Somebody's Roadkill,3600,2018,10.386,n
5763119255126016,106,female,Miles for martinis,0,2018,10.811,n
5763490300035072,251,mixed,howdowegettherefromhere,3600,2018,10.193,n
5764497738301440,96,mixed,Dead Woman's Glove,0,2018,9.498,n
5768054508093440,14,mixed,"Thank You Sir, May We Please Run Another",1800,2018,10.991,n
5911344280764416,154,mixed,Chafin in the wind,0,2018,8.417,n
5912087578542080,290,female,Trouble Double,6300,2018,12.137,n
5912515397550080,145,mixed,Wined Me Up,1800,2018,10.566,n
5913275405434880,307,female,Running...it's what we do worst!,1800,2018,11.261,n
5918275284238336,91,female,BAMRS: We Get the Run Done,1800,2018,11.055,n
5922233365037056,146,mixed,Tortugas Veloces,6300,2018,11.493,n
5925639743864832,227,male,Run from our Wives,8100,2018,11.377,n
5931085024198656,254,mixed,Slothful Seven,1800,2018,9.331,n
5939492959551488,269,mixed,Wetsuit Legal,1800,2018,11.158,n
5942304216973312,101,mixed,In it for the bumper sticker,1800,2018,10.785,n
5943842352136192,311,mixed,I Thought This Was a Wine Tour,0,2018,8.777,n
5945287675740160,4,female,RUNder Women,3600,2018,9.846,n
5946501272436736,3,male,The Endicott Club,0,2018,9.125,n
5948421324144640,109,mixed,Cassowary Club,6300,2018,11.828,n
5950342583812096,126,male,IT DON'T GET NO BETTER,0,2018,10.734,n
5955381922627584,81,mixed,Short Shorts,3600,2018,9.949,n
5959043650682880,25,female,Women of Oregon East,3600,2018,10.09,n
5961751828889600,217,mixed,16 soles,6300,2018,12.227,n
5965183037997056,198,female,Bird Machine,0,2018,9.189,n
5974599485358080,260,mixed,Wildcat Runners Club,3600,2018,10.309,n
5976971381047296,249,mixed,The Motley Crew,0,2018,8.559,n
5978297116655616,10,mixed,Team RWB,0,2018,8.97,n
5978513542742016,194,mixed,TACOCAT,11700,2018,12.175,n
5979748278730752,229,female,"A chick, some hens and one tough old bird",6300,2018,12.407,n
5986530367635456,305,female,Seven Swans A'Sweating,1800,2018,10.772,n
5988862736203776,62,male,Pale Kenyans,8100,2018,11.287,n
5989547045289984,288,female,Double trouble ,6300,2018,12.51,n
5992297636298752,285,mixed,This is What Happens When You Pass a Stranger in the Run,6300,2018,10.875,n
5995101780180992,211,female,"Whine, Run, Wine",0,2018,10.476,n
5997938874515456,138,mixed,Here We Run Again,0,2018,9.974,n
6005212133195776,128,male,"Something Something, LLC",0,2018,9.46,n
6009057135558656,347,female,Just Fast Not Furious,8100,2018,11.249,n
6011636330528768,35,mixed,LD77,0,2018,9.164,n
6014603347623936,19,mixed,Finger Lakin' Good,3600,2018,9.73,n
6021676286345216,232,female,She's Like the Winded ,6300,2018,12.008,n
6022154437001216,33,male,Why are we doing this again?,3600,2018,11.738,n
6023890677530624,137,mixed,Kindred Spirits,0,2018,9.331,n
6024704036962304,176,mixed,Worst Wine Tour Ever,8100,2018,11.532,n
6025414585614336,235,mixed,BOCES 2 Your Running Partner of Choice,1800,2018,10.605,n
6028203562893312,195,female,#StephStrong,3600,2018,11.171,n
6028917064335360,149,female,Swift Feet Fleet,1800,2018,10.258,n
6031164741517312,90,male,Has Beens,3600,2018,9.897,n
6038133527281664,199,female,The Ms Have It!,1800,2018,11.081,n
6041736535080960,63,mixed,Purple Gods and Green Goddesses ,3600,2018,10.309,n
6043629273481216,258,mixed,Chaingang V2,1800,2018,11.48,n
6044594231836672,320,mixed,Roadkill Racing,11700,2018,12.111,n
6044965276745728,234,mixed,14 foot 7,0,2018,8.597,n
6045972715012096,206,mixed,Uvas Locas,11700,2018,13.449,n
6049529484804096,197,mixed,7 Deadly Shins,6300,2018,11.184,n
6192819257475072,284,mixed,Kenosha Kickers,3600,2018,9.691,n
6193562555252736,121,mixed,Steve-O's All Star Juggernaut,6300,2018,11.699,n
6193990374260736,100,male,Lace Up Now And Howl,3600,2018,11.712,n
6194750382145536,237,mixed,6 Sole Sisters and a Mister,6300,2018,11.429,n
6199750260948992,39,male,Score This!!! Racing,0,2018,9.164,n
6203708341747712,265,mixed,5 Sassy Sistas & 2 Matey Mistas,6300,2018,11.609,n
6207114720575488,231,mixed,Sack of Troy,6300,2018,11.918,n
6212560000909312,253,mixed,Slippery When Wet,0,2018,10.579,n
6214301073276928,80,female,Mind over bladder,0,2018,9.447,n
6220967936262144,157,mixed,Upstate Without A Paddle,8100,2018,11.712,n
6223779193683968,244,female,Peer Pressure,6300,2018,12.664,n
6225317328846848,342,mixed,Corning glASS Kickers ,0,2018,10.309,n
6226762652450816,52,mixed,Integrated Circuit,3600,2018,10.077,n
6227976249147392,212,mixed,What the Hill?!?,1800,2018,10.798,n
6229896300855296,49,male,Liar Liar Feet On Fire,11700,2018,11.133,n
6231817560522752,131,mixed,Run like the winded,3600,2018,10.927,n
6236856899338240,51,mixed,Guard/Warager/Sharman,1800,2018,10.888,n
6240518627393536,223,female,I've waited 40 years for this,1800,2018,10.618,n
6243226805600256,27,mixed,Pat and 5 bikes,0,2018,0,n
6246658014707712,155,female,Kicking As@phalt and Taking Names,6300,2018,11.738,n
6256074462068736,272,mixed,"Run, Whine...Run, Whine...Run, Wine! ",6300,2018,12.381,n
6258446357757952,88,male,Seven Shades of Hanlin,0,2018,9.048,n
6259772093366272,5,mixed,Liven Up,1800,2018,9.923,n
6259988519452672,329,male,Cornell Running Club Swimming Club,11700,2018,11.712,n
6261223255441408,20,female,Caz Chicks,3600,2018,0,n
6268005344346112,47,female,SeaPigs,3600,2018,11.03,n
6270337712914432,336,mixed,Buffalo Weekend Warriors,6300,2018,12.24,n
6271022022000640,2,mixed,Abominable Slowmen,0,2018,9.961,n
6273772613009408,191,female,Seven Sole Mates,0,2018,9.601,n
6276576756891648,31,male,Team GTB,11700,2018,13.333,n
6279413851226112,283,mixed,Team Drew,0,2018,9.498,n
6286687109906432,306,female,How Merlot Do We Have To Go??,0,2018,8.52,n
6290532112269312,78,mixed,Running Out the Crazy,3600,2018,10.373,n
6293111307239424,30,mixed,7 Loose Screws,0,2018,9.318,n
6296078324334592,312,female,Seven Women Wonders of the World,3600,2018,9.627,n
6303151263055872,200,female,A Little O.F.F.,0,2018,9.781,n
6303629413711872,220,mixed,Cruisin' Then Boozin',6300,2018,12.098,n
6305365654241280,114,female,Seven Deadly Mother Runners,0,2018,9.151,n
6306179013672960,228,mixed,Worst. Wine Tour. Ever.,0,2018,10.167,n
6306889562324992,293,male,Young Bucks,11700,2018,11.545,n
6309678539603968,340,mixed,Disqualified Forever,0,2018,8.855,n
6310392041046016,38,male,We're Older Than You,11700,2018,11.249,n
6312639718227968,110,female,7 Moms in Need of a Drink,6300,2018,12.471,n
6319608503992320,164,mixed,50 Shades Of Plaid ,0,2018,9.524,n
6323211511791616,111,male,Prestige Worldwide,8100,2018,11.326,n
6325104250191872,59,male,Wheels of Steel,0,2018,10.026,n
6326069208547328,58,mixed,7 Slow Amigos,3600,2018,10.116,n
6326440253456384,55,male,All About That Pace,6300,2018,11.622,n
6327447691722752,247,female,7 KINDS OF CRAZY,1800,2018,10.386,n
6331004461514752,87,mixed,"Not Fast, Just Furious",3600,2018,10.373,n
6474294234185728,112,mixed,7 Deadly Sins,6300,2018,11.905,n
6475037531963392,193,mixed,7 Running Friends Forever,3600,2018,10.258,n
6475465350971392,180,mixed,2PACe,0,2018,10.541,n
6476225358856192,268,male,Juju Pepe & the Exploding Hearts,11700,2018,12.008,n
6481225237659648,174,mixed,moe.runs fighting cancer,0,2018,9.847,n
6488589697286144,267,mixed,6 Beauties and The Beast,6300,2018,11.364,n
6494034977619968,117,female,Lady Land Rovers,6300,2018,13.451,n
6502442912972800,123,mixed,Sneaky 7,0,2018,9.55,n
6506792305557504,45,mixed,ROAD HAZARDS,3600,2018,12.59,n
6508237629161472,148,mixed,7 Deadly Zinners,1800,2018,10.708,n
6518331876048896,233,mixed,Vishy's AdVisors,1800,2018,10.489,n
6521993604104192,28,mixed,"Wine Me, Time Me, Re-Align Me",3600,2018,9.794,n
6524701782310912,219,mixed,"If Trump Can Run, So Can We",6300,2018,10.875,n
6528132991418368,196,male,Local 2012,0,2018,8.713,n
6537549438779392,129,female,7 Vintage Divas,1800,2018,11.313,n
6539921334468608,274,mixed,Magnificent 7,0,2018,8.919,n
6541247070076928,72,male,Run 1 Race,0,2018,8.758,n
6541463496163328,135,mixed,Run Eat Laugh Repeat,0,2018,10.052,n
6542698232152064,153,mixed,Because It's Science,0,2018,8.906,n
6549480321056768,337,mixed,On On Dogs,0,2018,11.339,n
6551812689625088,297,mixed,Worlds Okayest Runners,6300,2018,12.175,n
6552496998711296,263,mixed,Runnin' Raiders,1800,2018,0,n
6555247589720064,341,male,Saratoga Storm,0,2018,9.717,n
6560888827936768,24,mixed,Sole 7rain,11700,2018,12.703,n
6568162086617088,250,female,Hillbilly Homies,6300,2018,11.699,n
6572007088979968,124,female,Sexy Mother Runners,1800,2018,10.155,n
6574586283950080,132,mixed,7 Step Program,6300,2018,11.364,n
6584626239766528,40,female,Comin' in Hot,0,2018,9.241,n
6586840630951936,8,female,MIMtastics,1800,2018,11.236,n
6591153516314624,53,mixed,I thought this was a wine tour,3600,2018,9.794,n
6591867017756672,324,mixed,"Bike, Run, Repeat",6300,2018,11.429,n
6594114694938624,6,female,Gazella Runners,0,2018,9.472,n
6601083480702976,241,male,I Like Big Lugs and I Cannot Lie,0,2018,8.919,n
6604686488502272,76,mixed,77 Bottles 8.0,6300,2018,11.879,n
6606579226902528,218,mixed,Excuse me while I fartlek,3600,2018,11.467,n
6607915230167040,82,mixed,Worst Tag Game Ever,3600,2018,9.254,n
6608922668433408,226,mixed,Scrambled Legs,3600,2018,9.743,n
6612479438225408,276,female,Girls just wanna have run,6300,2018,12.252,n
4644413485613056,109,male,Tortugas Veloces,2700,2017,9.936,n
4645208457216000,284,mixed,WTF? Where's the finish?,2700,2017,11.925,n
4646041815089152,54,mixed,Saratoga Storm,0,2017,9.176,n
4660012672614400,299,male,Team Bart ,10800,2017,11.879,n
4675688229502976,190,mixed,Order Muppets,0,2017,9.176,n
4675753325101056,258,mixed,Dr. Suess Thing 7,0,2017,9.575,n
4676562658000896,277,male,7 Aspen Men,0,2017,2.682,n
4689372532178944,229,female,Fined For Speeding,6300,2017,12.149,n
4694628364189696,192,female,women moving women..around the lake,2700,2017,9.987,n
4696113349132288,73,mixed,Get Your Shift In Gear,0,2017,9.575,n
4706996527824896,323,mixed,K3CBSL,2700,2017,9.472,n
4712390469877760,120,female,Seven PerSISTERS,0,2017,9.189,n
4713926994427904,225,mixed,running wtf,0,2017,9.228,n
4713964978044928,199,female,7 Moms Chafing a Dream,0,2017,9.202,n
4722616250138624,219,mixed,The Canal Trotters,0,2017,8.842,n
4723411221741568,153,mixed,It Don't Get No Better,2700,2017,9.575,n
4726670565048320,244,mixed,Excuse me while I fartlek,6300,2017,12.046,n
4728267756011520,189,female,Zero F#*%s,0,2017,9.511,n
4741521488216064,107,mixed,RunningOnEmpty,0,2017,9.961,n
4741586583814144,276,female,7 sassy sistas,6300,2017,11.519,n
4744688623943680,108,mixed,77 Miles Too Many,6300,2017,11.66,n
4745891751657472,46,mixed,Semi-Dry Runners,10800,2017,11.699,n
4760075075846144,289,female,7 Mighty Moms,2700,2017,9.472,n
4761034195730432,305,mixed,Witness the Fitness,0,2017,8.314,n
4762771241566208,183,female,Seven Basic Girls ,6300,2017,11.75,n
4769401194676224,200,mixed,Damn Gravity,2700,2017,11.171,n
4777110795190272,60,mixed,LD77,2700,2017,10.644,n
4784812745293824,110,mixed,Scrambled Legs and Achin',0,2017,8.584,n
4785150973968384,18,mixed,Jerry and the Atrics,10800,2017,11.75,n
4785945945571328,300,mixed,7-4-Greg,2700,2017,10.438,n
4786779303444480,11,female,7 Sweaty Soles,2700,2017,9.768,n
4786817287061504,216,mixed,The Seven Splinty Shins,10800,2017,3.156,n
4800750160969728,231,mixed,Run Like the Winded,2700,2017,9.859,n
4816425717858304,135,female,"You Wine Some, You Booze Some",0,2017,9.498,n
4816490813456384,178,mixed,Cayuga 7,11700,2017,10.94,n
4817300146356224,81,mixed,Delmar's Estees and Testees,2700,2017,9.524,n
4819036386885632,97,female,Liquid Awesome,6300,2017,12.021,n
4830110020534272,293,male,Why Did Andy Leave?,2700,2017,9.408,n
4835365852545024,249,mixed,Hashtag7,2700,2017,11.184,n
4836850837487616,24,mixed,Herding Cats,0,2017,8.687,n
4847734016180224,203,mixed,Katie's Cronies,2700,2017,9.382,n
4853127958233088,63,male,Seneca Falls Tropics,2700,2017,9.294,n
4854664482783232,281,mixed,Fluckers,2700,2017,8.868,n
4854702466400256,106,male,7 Shades of Hanlin,0,2017,8.829,n
4863353738493952,157,mixed,Urine Trouble,6300,2017,11.48,n
4864148710096896,123,mixed,OLP Saturday Regulars,6300,2017,10.991,n
4867408053403648,35,mixed,Run 1 Race,2700,2017,9.575,n
4869005244366848,303,female,Badass Mutha Runners,6300,2017,11.712,n
4882258976571392,138,male,Big Booty Judy's,8100,2017,11.107,n
4882324072169472,111,mixed,Unk,0,2017,8.88,n
4885426112299008,240,male,Finger Lakin' Good,8100,2017,10.656,n
4886629240012800,152,mixed,in it to wine it,2700,2017,9.665,n
4900812564201472,211,female,Moms with muscles ,0,2017,9.833,n
4901771684085760,90,male,Da Bonnies & Friends,2700,2017,9.575,n
4903508729921536,14,mixed,The Lucky 7,0,2017,9.138,n
4910138683031552,19,male,Liar Liar Feet on Fire,11700,2017,11.107,n
4917848283545600,247,female,Kicking Asphalt and Taking Names,6300,2017,11.815,n
4918342741655552,148,female,7 aspen women,6300,2017,12.304,n
4925550233649152,23,male,Checkers AC All Male Co-ed Team with 2 Women,8100,2017,11.442,n
4941487649325056,265,mixed,Pity the Running Dead,2700,2017,9.279,n
4957163206213632,10,mixed,Purple Gods and Green Goddesses ,0,2017,9.138,n
4970847508889600,155,mixed,Seven Winey Runners,2700,2017,9.563,n
4976103340900352,69,mixed,Disqualify This II,10800,2017,11.21,n
4977588325842944,209,male,Our Drinking Team Has A Running Problem,6300,2017,11.609,n
4988471504535552,66,male,BarkEater Brewery Boys,10800,2017,11.635,n
4995439954755584,158,female,Tbd,6300,2017,11.995,n
5004091226849280,194,mixed,Rum Runners,8100,2017,11.609,n
5009742732722176,12,mixed,Wines and Spines,6300,2017,11.403,n
5022996464926720,282,mixed,Professionals,0,2017,8.649,n
5023061560524800,9,female,7 Feisty Trash Bags,0,2017,9.537,n
5044246218276864,309,mixed,Club Done,0,2017,9.421,n
5058585771900928,39,mixed,Fish Out of Water,2700,2017,8.445,n
5066625950679040,237,mixed,The Lost Flock,0,2017,10.239,n
5067420922281984,285,mixed,just Keep Running,6300,2017,11.776,n
5068254280155136,15,female,Why did we sign up again?,2700,2017,9.768,n
5082225137680384,17,mixed,Pedal Stompers,6300,2017,12.059,n
5097900694568960,121,mixed,Running on Alternative Facts,6300,2017,11.454,n
5097965790167040,176,mixed,Almost Home,0,2017,9.061,n
5098775123066880,310,male,Higher hope,2700,2017,8.726,n
5100511363596288,168,female,Wonder Women,0,2017,9.241,n
5111584997244928,202,female,7 Moms In Need of a Drink,6300,2017,12.034,n
5116840829255680,93,female,Left Over Easter Legs,6300,2017,12.42,n
5118325814198272,166,female,"S.W.A.T.T ( sprinters,walkers and trash talkers )",0,2017,9.485,n
5129208992890880,283,female,Chafing the dream,0,2017,8.623,n
5134602934943744,181,mixed,ADK Honey Badgers #1,6300,2017,10.721,n
5136139459493888,230,mixed,The Pumpkins Hookers ,0,2017,8.224,n
5136177443110912,250,mixed,LORI'S LUNATICS,2700,2017,10.618,n
5144828715204608,131,mixed,Heath Street Athletic Club,10800,2017,11.931,n
5145623686807552,95,mixed,six chicks and a dude,0,2017,10.039,n
5148883030114304,101,mixed,Clarabug's Quest for a Cure,6300,2017,11.982,n
5150480221077504,116,male,My Circus My Monkey,0,2017,8.765,n
5163733953282048,59,male,ICS Running Crew,2700,2017,10.142,n
5163799048880128,161,male,Wegmans RochStars,6300,2017,11.776,n
5166901089009664,65,female,Make it Happen,2700,2017,9.588,n
5168104216723456,273,mixed,"Bandaids and braces and glide, Oh My!",6300,2017,11.557,n
5182287540912128,41,male,Seven Cycles,8100,2017,10.476,n
5183246660796416,43,mixed,"Thank You Sir, May We Please Have Another",2700,2017,11.261,n
5184983706632192,204,mixed,Flying Scotsmen,6300,2017,10.824,n
5191613659742208,270,female,"Bodyglide, Blisters and Bengay",6300,2017,12.201,n
5199323260256256,223,female,No More Slopping Around,6300,2017,11.647,n
5199817718366208,182,mixed,ROCHESTER RUNNING CO-DEPENDENTS,2700,2017,10.798,n
5207025210359808,20,male,I Thought I Signed Up For a Wine Tour 4.0,8100,2017,11.39,n
5207363439034368,105,mixed,7 Deadly WhoreCruxes,0,2017,10.167,n
5208158410637312,260,mixed,CrazyChick+6,6300,2017,10.605,n
5208991768510464,294,mixed,Runner McRunnerson,0,2017,9.46,n
5222962626035712,165,mixed,Lock 32 Brew Crew,6300,2017,11.712,n
5238638182924288,58,male,Team GTB,8100,2017,11.03,n
