,b,c,n,w,y,p,bike
6035657411526656,54,mixed,Just a Bump in the Road!,0,2016,2.98,n
6036037650350080,133,mixed,Running Rivers,0,2016,2.98,n
6043930055409664,173,mixed,2PACe,1800,2016,2.555,n
6047486825201664,63,mixed,Sole Train,900,2016,3.156,n
6063675764899840,171,female,Fast Girls Wear Tight Pants,5400,2016,3.353,n
6087583029264384,253,mixed,Select Eurocars Speedies,5400,2016,3.156,n
6092461843677184,32,male,Liar Liar Feet on Fire,9000,2016,4.127,n
6096581254184960,263,mixed,Glass Kickers,900,2016,2.823,n
6117855569379328,122,mixed,Winosaurs ,0,2016,2.98,n
6121926661505024,135,male,Sigma Chi Seneca 7,900,2016,3.156,n
6126306185969664,249,mixed,Wannabe Winos,1800,2016,2.682,n
6131802670366720,277,male,Seven Slow Suckers,0,2016,2.98,n
6152662521217024,47,mixed,Inglorious Runners,0,2016,2.98,n
6156396189974528,225,mixed,Chasing Pavement Too,1800,2016,2.555,n
6159119736111104,150,mixed,Delmartians Uncorked,5400,2016,3.353,n
6166337697087488,87,mixed,Run One Chug 1,900,2016,2.823,n
6174784018710528,219,female,Running with Scalpels,1800,2016,2.682,n
6179700145651712,79,mixed,21 legs between us,900,2016,2.823,n
6181735825932288,158,mixed,Peddle Stompers,900,2016,2.823,n
6186961056301056,107,mixed,More Cowbell!,1800,2016,2.555,n
6200155195834368,83,mixed,YNOT,1800,2016,2.555,n
6200754612207616,55,mixed,HWS Stage 5 Clingers,5400,2016,3.353,n
6204026840416256,247,mixed,Kia Kaha for Sarah and Elise,900,2016,2.823,n
6206088424718336,44,mixed,Uvas Locas,9000,2016,3.576,n
6208124104998912,109,female,Will Run For Wine,900,2016,2.823,n
6211896294244352,73,mixed,Johnson &,1800,2016,2.555,n
6217050254999552,215,female,The 7 Wanderers,1800,2016,2.555,n
6219114255220736,237,mixed,Heavy Metal Thunder,0,2016,2.98,n
6227560576843776,1,mixed,Tighty Whitys,900,2016,3.156,n
6230897497997312,177,mixed,BUFF ROCin Runners,1800,2016,2.555,n
6231859302236160,112,female,Backroad Bitches,900,2016,2.823,n
6237355786633216,243,female,Happi at the lake,1800,2016,2.682,n
6251299129524224,130,female,RUNder Women,900,2016,3.156,n
6258747139686400,124,mixed,Are We There Yet?,900,2016,2.823,n
6261949306241024,166,mixed,Fleet Feet Syracuse 2,1800,2016,2.555,n
6266587870920704,205,mixed,Albany Runners,0,2016,2.98,n
6274781997432832,217,male,Running the Lake,900,2016,2.823,n
6276225106444288,10,mixed,Wetsuit Legal,1800,2016,2.682,n
6283958060843008,259,mixed,Scrambled Legs and Achin',1800,2016,2.682,n
6297317019746304,120,mixed,Tight butts n sweaty nutts,0,2016,2.98,n
6298689261797376,71,female,Seven Strong,1800,2016,2.555,n
6302606271971328,248,mixed,Miller's Misfits,1800,2016,2.682,n
6303568076210176,149,mixed,Suffering Seven,1800,2016,2.682,n
6307687486717952,9,male,ITC Rough Riders,1800,2016,2.682,n
6317132388237312,266,female,Dryden Dashing Dames,1800,2016,2.555,n
6317512627060736,25,female,Bananot,5400,2016,3.353,n
6325405032120320,224,mixed,Fleet Feet Syracuse 3,1800,2016,2.555,n
6328961801912320,283,male,Yellow 5 Deficient,0,2016,2.98,n
6333032894038016,235,mixed,Your Pace Or Mine,0,2016,2.98,n
6369058005975040,160,female,I Got 77 Problems but a Lake Ain't One,900,2016,2.823,n
6373936820387840,69,mixed,Off Like A Prom Dress,0,2016,2.98,n
6378056230895616,250,mixed,Spartan Seven,5400,2016,3.353,n
6403401638215680,175,mixed,Run One Chug 2,900,2016,2.823,n
6434137497927680,220,male,Adams Team,5400,2016,3.353,n
6456258995421184,46,mixed,Only the Brave Survive,0,2016,2.98,n
6482229588918272,281,mixed,Team wiemer,9000,2016,3.832,n
6485501817126912,170,female,sexy mother runners,1800,2016,2.555,n
6498525231710208,165,mixed,Fast & Fit 7,900,2016,3.156,n
6512372474707968,108,mixed,"RWB:In the van as strangers, out as friends",9000,2016,3.832,n
6540222116397056,28,male,BarkEater Brewery Boys,9000,2016,3.576,n
6565433037553664,92,mixed,More Wine Less Whine,0,2016,2.98,n
6578791996456960,258,female,Worst Wine Tour Ever,900,2016,2.823,n
6598987603771392,141,male,Our Drinking Team Has A Running Problem,900,2016,2.823,n
6606880008830976,134,mixed,They Hate Us Cuz They Ain' Us!,0,2016,2.98,n
6618431591809024,251,mixed,Valley Misfits,1800,2016,2.555,n
6626625718321152,41,mixed,Outhouse Harriers,0,2016,2.98,n
6628068827332608,20,male,District 12,900,2016,2.823,n
6635801781731328,167,mixed,Lickedy Split Jerks,900,2016,3.156,n
6649160740634624,208,mixed,F.L.A.S.H (Finger Lakes Athletes Strive High),0,2016,2.98,n
6650532982685696,26,mixed,Motley Crew,900,2016,3.156,n
6654449992859648,192,mixed,Fo Shizzle We Sizzle,1800,2016,2.555,n
6655411797098496,244,mixed,Lake Effect,900,2016,3.156,n
6659531207606272,17,male,Seneca Falls Tropics,900,2016,3.156,n
6668976109125632,216,female,Cheetah--licious,1800,2016,2.555,n
6669356347949056,202,mixed,77 Problems But Chaffin Ain't One,1800,2016,2.682,n
6677248753008640,273,mixed,Seven Cycles,0,2016,2.98,n
6680805522800640,82,mixed,Fear No Distance,1800,2016,2.555,n
6684876614926336,201,mixed,Syracuse 7,0,2016,2.98,n
6688294335152128,159,female,The Snot Rockettes,1800,2016,2.555,n
6689256139390976,102,female,Lady Wino Runners,1800,2016,2.682,n
6694752623788032,278,female,Girls just want to go run!,1800,2016,2.555,n
6708695966679040,276,female,Make It Happen,900,2016,3.156,n
6715612474638336,195,male,Team GTB,900,2016,3.156,n
6716143976841216,78,mixed,Demons,1800,2016,2.682,n
6719346143395840,106,mixed,Beauties and the Beasts,0,2016,2.98,n
6722069689532416,271,male,Score This!!!,0,2016,2.98,n
6729287650508800,7,male,Checkers All Male Co-ed Teaam with 2 females,5400,2016,3.353,n
6737733972131840,238,female,Quads of Fury,900,2016,2.823,n
6740588514770944,274,male,ICS,0,2016,2.98,n
6742650099073024,37,mixed,Jerry and the Atrics,9000,2016,3.832,n
6744685779353600,5,female,Caz Chicks,900,2016,3.156,n
6749911009722368,121,mixed,Mendonites II,1800,2016,2.682,n
6750510426095616,68,mixed,I Volunteered as Tribute,900,2016,2.823,n
